Gene_ID	Level	LogFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	Gene_ID.y	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4	protein_ID	transcript_ID
gene_656	7.09709964151528	0.697672908890517	210	Pre-rRNA-processing protein TSR2 (20S rRNA accumulation protein 2)	Grosmannia clavigera	Ophiostoma piceae	K14800	TSR2; pre-rRNA-processing protein TSR2	pre-rrna-processing protein tsr2	0	-		N	gene_657	6	8	2	8	2	9	0	16	1979217	1979471
gene_6560	38.1118813591149	-0.206382454761152	363	NAD-dependent epimerase/dehydratase	Grosmannia clavigera	Ophiostoma piceae			nad-dependent epimerase dehydratase	3	F:binding; P:metabolic process; F:catalytic activity	-	N	gene_6590	48	0	76	201	58	38	8	77	1985150	1985404
gene_6561	15.0949613128142	-0.325680221630624	585	Membrane bound O-acyltransferase	Grosmannia clavigera	Ophiostoma piceae	K11155	DGAT1; diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]	mboat family protein	3	C:integral to membrane; F:O-acyltransferase activity; C:endoplasmic reticulum membrane	-	N	gene_6591	57	0	12	46	34	6	4	37	1985151	1985405
gene_6562	5.2683094088179	-0.720502508821555	268	Isoprenylcysteine carboxyl methyltransferase	Colletotrichum graminicola	Ophiostoma piceae	K00587	ICMT, STE14; protein-S-isoprenylcysteine O-methyltransferase [EC:2.1.1.100]	isoprenylcysteine carboxyl methyltransferase	1	F:transferase activity	-	N	gene_6592	6	2	0	14	10	0	4	8	1985152	1985406
gene_6563	14.8138893168256	0.608112827636387	234	Peroxisomal membrane protein	Verticillium alfalfae	Ophiostoma piceae	K00661	E2.3.1.79, maa; maltose O-acetyltransferase [EC:2.3.1.79]	galactoside o-acetyltransferase	1	F:transferase activity	-	N	gene_6593	44	0	38	73	7	13	2	35	1985153	1985407
gene_6564	4.41857062208196	-0.294312466602168	149	Integral membrane protein	Grosmannia clavigera	Ophiostoma piceae			integral membrane protein	0	-		N	gene_6594	8	0	10	14	10	0	2	9	1985154	1985408
gene_6565	8.11622081835629	-0.026508171376336	661	Polyadenylation factor subunit 2	Grosmannia clavigera	Ophiostoma piceae	K15542	PFS2; polyadenylation factor subunit 2	protein pfs2	1	P:cell cycle	-	N	gene_6595	28	0	19	14	12	4	0	41	1985155	1985409
gene_6566	10.5064153897461	-0.121357755552864	354	Mitochondrial nuclease	Pestalotiopsis fici	Ophiostoma piceae	K01173	ENDOG; endonuclease G, mitochondrial	mitochondrial nuclease	6	C:intracellular membrane-bounded organelle; F:nucleic acid binding; P:DNA metabolic process; F:metal ion binding; F:deoxyribonuclease activity; P:cellular macromolecule catabolic process	-	N	gene_6596	44	0	11	29	6	5	6	21	1985156	1985410
gene_6567	24.8641849309083	0.277131739398794	607	Zinc-regulated transporter 3 (Vacuolar membrane zinc transporter)	Grosmannia clavigera	Ophiostoma piceae	K07238	TC.ZIP, zupT, ZRT3, ZIP2; zinc transporter, ZIP family	zip zinc transporter	4	C:membrane; P:transmembrane transport; P:metal ion transport; F:metal ion transmembrane transporter activity		N	gene_6597	68	0	40	144	26	22	4	53	1985157	1985411
gene_6568	4.4988221596485	1.08312923060923	661	Transcription factor IIIA (TFIIIA)	Grosmannia clavigera	Ophiostoma piceae	K09228	KRAB; KRAB domain-containing zinc finger protein	c2h2 transcription factor	3	F:nucleic acid binding; F:zinc ion binding; C:intracellular		N	gene_6598	18	0	8	34	4	0	0	16	1985158	1985412
gene_6569	15.6604665400613	-0.296152838752089	164	DNA-directed RNA polymerases I, II, and III subunit RPABC2	Grosmannia clavigera	Ophiostoma piceae	K03014	RPB6, POLR2F; DNA-directed RNA polymerases I, II, and III subunit RPABC2	dna-directed rna polymerases i	4	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; C:RNA polymerase complex; F:DNA binding	EC:2.7.7.6	N	gene_6599	35	0	31	51	25	18	0	57	1985159	1985413
gene_657	40.5101549542369	0.539272913031275	489	BSD domain-containing protein	Togninia minima	Ophiostoma piceae			related to dos1 protein	2	F:molecular_function; P:biological_process		N	gene_658	75	17	78	121	28	28	7	101	1979218	1979472
gene_6570	32.3750239905093	0.0490882612462689	969	Raffinose synthase Sip1	Colletotrichum orbiculare	Ophiostoma piceae	K06617	E2.4.1.82; raffinose synthase [EC:2.4.1.82]	raffinose synthase sip1	3	P:metabolic process; F:catalytic activity; F:hydrolase activity		N	gene_6600	65	12	36	92	70	25	4	46	1985160	1985414
gene_6571	68.9560781813514	0.201776324170446	477	Mitochondrial processing peptidase beta subunit	Grosmannia clavigera	Ophiostoma piceae	K01412	E3.4.24.64; mitochondrial processing peptidase [EC:3.4.24.64]	mitochondrial processing peptidase beta subunit	8	P:electron transport chain; F:zinc ion binding; P:mycelium development; P:protein processing involved in protein targeting to mitochondrion; F:metalloendopeptidase activity; P:proteolysis; C:respiratory chain; C:mitochondrial processing peptidase complex	EC:3.4.24.0	N	gene_6601	141	18	145	180	70	47	16	170	1985161	1985415
gene_6572	3.07720560315987	-0.349925028955256	271	Mediator of RNA polymerase II transcription subunit 10 (Mediator complex subunit 10)	Grosmannia clavigera	Sporothrix schenckii	K15151	MED10, NUT2; mediator of RNA polymerase II transcription subunit 10	transcription factor subunit med10	6	F:RNA polymerase II transcription cofactor activity; C:mediator complex; P:regulation of transcription from RNA polymerase II promoter; F:molecular_function; P:biological_process; C:cellular_component		N	gene_6602	4	0	6	13	8	0	0	18	1985162	1985416
gene_6573	20.9970880586208	0.6465732366468	1 625	Gelsolin domain containing protein	Grosmannia clavigera	Ophiostoma piceae			gelsolin domain containing protein	1	F:actin binding		N	gene_6603	38	8	40	85	12	16	3	50	1985163	1985417
gene_6574	5.2928190441196	-0.453509719240395	181	ADP-ribosylation factor-like protein 2	Togninia minima	Ophiostoma piceae	K07943	ARL2; ADP-ribosylation factor-like 2	adp-ribosylation factor 4	3	C:intracellular; F:GTP binding; P:small GTPase mediated signal transduction	-	N	gene_6604	25	0	4	4	20	0	0	20	1985164	1985418
gene_6575	31.5604179974027	-0.309666035811497	729	Translocation protein sec63	Grosmannia clavigera	Ophiostoma piceae	K09540	SEC63; translocation protein SEC63	translocation protein sec63	1	F:protein binding	-	N	gene_6605	45	0	65	139	32	47	6	62	1985165	1985419
gene_6576	48.1982509140563	-0.429506358507605	851	DnaJ homolog subfamily C member 7 homolog	Grosmannia clavigera	Ophiostoma piceae	K09527	DNAJC7; DnaJ homolog subfamily C member 7	small glutamine-rich tetratricopeptide repeat-containing protein a	1	F:protein binding	-	N	gene_6606	79	8	60	163	66	30	18	133	1985166	1985420
gene_6577	8.45449127024402	0.763431774594487	308	Myosin regulatory light chain 1	Colletotrichum sublineola	Ophiostoma piceae			hypothetical protein VDAG_06454	1	F:calcium ion binding		N	gene_6607	20	0	16	69	18	2	0	15	1985167	1985421
gene_6578	18.5703292685712	0.456517659357755	907	Protein MesA	Grosmannia clavigera	Ophiostoma piceae			spindle pole body interacting protein	4	P:cell cycle; C:cytosol; C:nucleus; C:outer plaque of spindle pole body	-	N	gene_6608	47	8	40	18	26	8	4	33	1985168	1985422
gene_6579	64.602099125698	0.469100931024845	295	S-formylglutathione hydrolase (Esterase D)	Grosmannia clavigera	Ophiostoma piceae	K01070	frmB, ESD, fghA; S-formylglutathione hydrolase [EC:3.1.2.12]	s-formylglutathione hydrolase	4	C:cytosol; F:S-formylglutathione hydrolase activity; F:carboxylesterase activity; P:formaldehyde catabolic process	EC:3.1.2.12; EC:3.1.1.1	N	gene_6609	94	14	217	169	62	40	12	150	1985169	1985423
gene_658	77.1411648985909	-0.583389195029652	641	AP-1-like transcription factor	Grosmannia clavigera	Ophiostoma piceae	K09043	AP1F; fungal AP-1-like factor	ap-1- bzip transcription factor	4	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding; F:protein dimerization activity; F:sequence-specific DNA binding transcription factor activity		N	gene_659	141	10	101	209	123	66	26	184	1979219	1979473
gene_6580	6.37722076020318	0.248163401964568	124	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7402	0	-		Y	gene_6610	11	2	5	36	2	6	0	31	1985170	1985424
gene_6581	0.501778284845091	-0.346442059543705	604	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			gcn5-related n-acetyltransferase	3	F:transferase activity; F:N-acetyltransferase activity; F:transferase activity, transferring acyl groups		N	gene_6611	0	0	0	4	0	2	0	0	1985171	1985425
gene_6582	20.5319592076583	1.09975383991051	1 600	Vegetative incompatibility protein Het-D-like	Chaetomium globosum	Ophiostoma piceae	K14963	WDR5, SWD3, CPS30; COMPASS component SWD3	nacht and wd40 domain protein	0	-		N	gene_6612	60	0	14	224	36	6	0	30	1985172	1985426
gene_6583	43.2753528643391	0.453218473406918	378	Saccharopine dehydrogenase	Scedosporium apiospermum	Scedosporium apiospermum	K00290	LYS1; saccharopine dehydrogenase (NAD+, L-lysine forming) [EC:1.5.1.7]	saccharopine dehydrogenase	1	F:nucleotide binding		N	gene_6613	112	16	54	146	44	26	10	82	1985173	1985427
gene_6584	15.3199981293456	-0.771808473086842	761	Peroxisomal membrane protein PEX17 (Peroxin-17)	Grosmannia clavigera	Ophiostoma piceae			peroxin 8	2	F:acetyltransferase activity; F:transferase activity		N	gene_6614	15	0	6	100	34	6	6	44	1985174	1985428
gene_6585	280.738287306544	0.0314326859033093	256	Related to DDR48-Heat shock protein	Piriformospora indica	Piriformospora indica			related to ddr48-heat shock protein	0	-		N	gene_6615	482	20	748	946	296	178	102	535	1985175	1985429
gene_6586	22.1144044586255	-1.40623134870882	749	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7504	0	-		N	gene_6616	19	2	12	66	26	14	16	65	1985176	1985430
gene_6587	4.78952694574971	0.881847509024504	308	rRNA-processing protein efg1	Grosmannia clavigera	Ophiostoma piceae			rrna-processing protein efg1	3	P:rRNA processing; C:nucleolus; C:nucleus		N	gene_6617	12	0	24	11	0	0	0	29	1985177	1985431
gene_6588	9.7628379472174	1.937387297039	1 131	WD repeat-containing protein YBL104C	Grosmannia clavigera	Ophiostoma piceae			wd repeat domain-containing protein	0	-		N	gene_6618	23	6	26	40	6	4	0	8	1985178	1985432
gene_6589	3.01388807415544	-1.19449121850777	336	tRNA 2'-phosphotransferase 1	Grosmannia clavigera	Ophiostoma piceae	K10669	TRPT1, TPT1; 2'-phosphotransferase [EC:2.7.1.160]	trna 2 -phosphotransferase 1	3	P:tRNA splicing, via endonucleolytic cleavage and ligation; F:transferase activity; F:transferase activity, transferring phosphorus-containing groups		N	gene_6619	6	0	0	8	18	0	0	8	1985179	1985433
gene_659	25.5291784425112	-0.181167235214854	559	Serine/threonine-protein kinase 32A	Myceliophthora thermophila	Ophiostoma piceae	K08793	STK32, YANK; serine/threonine kinase 32 [EC:2.7.11.1]	agc yank protein kinase	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	gene_660	40	4	53	75	27	9	12	65	1979220	1979474
gene_6590	25.5816130643043	0.730325112498525	516	Putative uncharacterized protein	Metarhizium acridum	Ophiostoma piceae			hypothetical protein MAC_08234	0	-		N	gene_6620	60	6	73	81	20	12	10	10	1985180	1985434
gene_6591	17.0066498506531	-1.78996019298122	380	L-asparaginase	Pestalotiopsis fici	Ophiostoma piceae	K01424	E3.5.1.1, ansA, ansB; L-asparaginase [EC:3.5.1.1]	l-asparaginase	1	P:cellular amino acid metabolic process	-	Y	gene_6621	42	0	8	2	36	18	12	16	1985181	1985435
gene_6592	15.7215100928238	0.137719555101893	1 363	Peregrin (Bromodomain and PHD finger-containing protein 1)	Grosmannia clavigera	Ophiostoma piceae	K11380	NTO1; NuA3 HAT complex component NTO1	bromodomain containing 1	1	F:metal ion binding	-	N	gene_6622	41	0	30	75	15	16	0	60	1985182	1985436
gene_6593	37.4548481434461	-0.393201348833789	976	Leucine rich repeat domain containing protein	Grosmannia clavigera	Ophiostoma piceae			leucine rich repeat domain-containing protein	0	-		N	gene_6623	67	0	83	117	64	52	0	110	1985183	1985437
gene_6594	16.3881225052042	-0.566744729628732	275	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			calcineurin-like phosphoesterase	1	F:hydrolase activity		N	gene_6624	27	6	8	33	28	14	4	50	1985184	1985438
gene_6595	17.8594692592781	0.0581105117936894	252	Putative uncharacterized protein	Colletotrichum fioriniae	Ophiostoma piceae			thioredoxin reductase	0	-		N	gene_6625	35	6	28	43	30	10	0	74	1985185	1985439
gene_6596	5.06089241220746	1.42005602747503	205	Putative uncharacterized protein	Thielavia terrestris	Thielavia terrestris			hypothetical protein THITE_2115600	0	-		N	gene_6626	33	0	9	24	8	0	0	6	1985186	1985440
gene_6597	11.5704072023734	-0.149015427318585	393	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7163	0	-		N	gene_6627	34	2	13	30	14	12	2	31	1985187	1985441
gene_6598	3.88386660454443	-0.866789925999101	209	Dihydrofolate reductase	Grosmannia clavigera	Ophiostoma piceae	K00287	folA; dihydrofolate reductase [EC:1.5.1.3]	dihydrofolate reductase	5	F:dihydrofolate reductase activity; F:NADP binding; P:nucleotide biosynthetic process; P:glycine biosynthetic process; P:oxidation-reduction process	EC:1.5.1.3	N	gene_6628	16	0	2	0	5	0	2	22	1985188	1985442
gene_6599	9.47515068045145	-1.35348825915248	351	Beta-ketoacyl synthase	Grosmannia clavigera	Sporothrix schenckii			beta-ketoacyl synthase	2	P:metabolic process; F:transferase activity	-	N	gene_6629	14	0	8	21	0	19	4	35	1985189	1985443
gene_66	16.5828367056655	0.52669978599031	331	Superoxide dismutase	Grosmannia clavigera	Ophiostoma piceae	K04564	SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	superoxide dismutase	1	P:metabolic process	-	N	gene_69	40	4	41	49	19	6	0	70	1978629	1978883
gene_660	10.7211927309756	1.37302390525343	205	Uncharacterized RING finger protein YBR062C	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_3180	1	F:zinc ion binding	-	N	gene_661	32	8	11	32	8	7	0	14	1979221	1979475
gene_6600	5.8523405404224	-0.80086823245605	459	3-oxoacyl-acyl-carrier-protein synthase	Sordaria macrospora	Ophiostoma piceae	K09458	fabF; 3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179]	beta-ketoacyl synthase	2	P:metabolic process; F:transferase activity	-	N	gene_6630	11	0	6	19	0	10	4	4	1985190	1985444
gene_6601	19.2889952013351	-0.673799400575916	878	Sexual differentiation process protein isp4	Grosmannia clavigera	Ophiostoma piceae			opt family small oligopeptide transporter	7	P:induction of conjugation upon nitrogen starvation; P:oligopeptide transport; F:oligopeptide transporter activity; P:transmembrane transport; C:integral to membrane; C:endoplasmic reticulum; P:protein transport	-	N	gene_6631	35	0	24	74	50	23	0	54	1985191	1985445
gene_6602	9.80703208740146	0.681749832322953	323	1-acylglycerol-3-phosphate acyltransferase	Grosmannia clavigera	Ophiostoma piceae	K13509	LPAAT, AGPAT1, AGPAT2; lysophosphatidate acyltransferase [EC:2.3.1.51]	1-acylglycerol-3-phosphate acyltransferase	2	P:metabolic process; F:transferase activity, transferring acyl groups	-	N	gene_6632	31	4	10	36	10	6	0	30	1985192	1985446
gene_6603	0.840699046590526	-0.660362652458416	348	Putative uncharacterized protein	 				GL25061	3	F:chitin binding; P:chitin metabolic process; C:extracellular region		Y	gene_6633	2	0	0	2	4	0	0	4	1985193	1985447
gene_6604	46.1593164112599	-0.888904137228977	766	Putative uncharacterized protein	Fusarium graminearum	Ophiostoma piceae			predicted protein	4	F:phospholipid binding; F:molecular_function; P:biological_process; C:cellular_component		N	gene_6634	60	9	50	94	52	33	24	141	1985194	1985448
gene_6605	25.2359261236132	-0.632626624128197	1 505	Transcription factor	Grosmannia clavigera	Ophiostoma piceae			transcription factor	1	F:phospholipid binding		N	gene_6635	36	0	44	92	54	30	2	71	1985195	1985449
gene_6606	21.8762292006255	0.743384148378672	413	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_1639	3	F:molecular_function; P:biological_process; C:cellular_component		N	gene_6636	20	22	12	38	9	7	6	57	1985196	1985450
gene_6607	69.6163423115988	-0.750625030013913	821	Long-chain fatty alcohol dehydrogenase	Grosmannia clavigera	Ophiostoma piceae			long chain fatty acid oxidase	4	P:oxidation-reduction process; F:long-chain-alcohol oxidase activity; F:oxidoreductase activity, acting on CH-OH group of donors; F:flavin adenine dinucleotide binding		N	gene_6637	94	2	142	168	86	90	18	204	1985197	1985451
gene_6608	28.3461518144267	-0.916550598462067	489	Fatty acid elongase	Grosmannia clavigera	Ophiostoma piceae			fatty acid elongase-like protein	4	C:integral to membrane; F:transferase activity; F:transferase activity, transferring acyl groups; F:acetyl-CoA C-acyltransferase activity		N	gene_6638	8	14	17	34	18	34	14	80	1985198	1985452
gene_6609	5.10495450639078	1.09233367403958	1 613	Heat repeat protein	Grosmannia clavigera	Ophiostoma piceae			heat repeat protein	0	-		N	gene_6639	8	6	2	6	2	2	0	17	1985199	1985453
gene_661	25.8300688479505	-0.342075763760492	245	NAD-dependent epimerase dehydratase family protein	Grosmannia clavigera	Ophiostoma piceae			nad dependent epimerase dehydratase family protein	1	F:nucleotide binding		N	gene_662	53	6	19	87	32	14	13	47	1979222	1979476
gene_6610	9.73509619936203	-0.049163410573197	267	Mitochondrial import inner membrane translocase subunit	Grosmannia clavigera	Ophiostoma piceae			mitochondrial import inner membrane translocase subunit tim23	1	C:integral to membrane	-	N	gene_6640	31	0	18	30	14	4	2	35	1985200	1985454
gene_6611	0.733758219776297	1.30305969650822	484	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1412	0	-		N	gene_6641	6	0	4	0	0	0	0	0	1985201	1985455
gene_6612	38.7741519946641	-0.441530946278273	527	O-methylsterigmatocystin oxidoreductase (CYP537A11)	Grosmannia clavigera	Ophiostoma piceae			cytochrome p450	3	F:metal ion binding; P:metabolic process; F:oxidoreductase activity	-	N	gene_6642	64	6	66	96	40	38	16	76	1985202	1985456
gene_6613	65.1584644175759	0.459200646144273	439	Eukaryotic translation initiation factor 5 (eIF-5)	Togninia minima	Ophiostoma piceae	K03262	EIF5; translation initiation factor 5	eukaryotic translation initiation factor 5	3	P:translational initiation; F:translation initiation factor activity; P:RNA metabolic process	-	N	gene_6643	92	31	127	174	62	35	9	200	1985203	1985457
gene_6614	0	0	566	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	gene_6644	0	0	0	0	0	0	0	0	1985204	1985458
gene_6615	63.537444859621	0.164669321878645	741	Polyadenylate-binding protein	Grosmannia clavigera	Ophiostoma piceae	K13126	PABPC; polyadenylate-binding protein	polyadenylate-binding protein	7	P:transport; F:RNA binding; P:primary metabolic process; P:cellular macromolecule metabolic process; F:nucleotide binding; P:gene expression; C:intracellular part	-	N	gene_6645	122	26	87	160	76	36	8	227	1985205	1985459
gene_6616	21.5638781229233	-0.0201248743034058	1 175	Probable E3 ubiquitin protein ligase C167.07c	Myceliophthora thermophila	Ophiostoma piceae	K10589	UBE3C; ubiquitin-protein ligase E3 C [EC:6.3.2.19]	hect-domain-containing protein	3	F:acid-amino acid ligase activity; P:cellular protein modification process; C:intracellular		N	gene_6646	76	0	30	78	44	10	4	50	1985206	1985460
gene_6617	7.79142322183269	0.465286650315872	601	Meiotically up-regulated gene 157 protein	Magnaporthe oryzae	Ophiostoma piceae	K09704	K09704; hypothetical protein	duf1237 domain-containing protein	2	P:metabolic process; F:catalytic activity		Y	gene_6647	8	0	36	26	6	7	0	26	1985207	1985461
gene_6618	87.1163931516689	-0.413733903283423	989	Zinc finger protein rst2	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_00660	1	F:binding	-	N	gene_6648	80	16	169	262	86	106	22	230	1985208	1985462
gene_6619	4.52186330166414	1.09708490668066	311	Phytanoyl-CoA dioxygenase family protein	Beauveria bassiana	Ophiostoma piceae			phytanoyl- dioxygenase	1	F:transferase activity	-	N	gene_6649	8	0	22	22	6	0	0	12	1985209	1985463
gene_662	0	0	187	Putative uncharacterized protein	 				---NA---	0	-		N	gene_663	0	0	0	0	0	0	0	0	1979223	1979477
gene_6620	12.5959258188346	0.131391127088191	279	Dephospho-CoA kinase	Grosmannia clavigera	Ophiostoma piceae	K00859	coaE; dephospho-CoA kinase [EC:2.7.1.24]	dephospho- kinase	4	P:coenzyme A biosynthetic process; P:phosphorylation; F:ATP binding; F:dephospho-CoA kinase activity	EC:2.7.1.24	N	gene_6650	31	2	30	28	46	4	0	10	1985210	1985464
gene_6621	7.1681092945142	-0.315097589255386	437	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_625	4	F:molecular_function; P:biological_process; C:cellular_component; F:DNA binding		N	gene_6651	20	0	12	20	14	0	4	12	1985211	1985465
gene_6622	10.6351518153566	0.84321221809748	880	Glycosyl hydrolase	Grosmannia clavigera	Ophiostoma piceae			glycoside hydrolase family 92 protein	3	P:metabolic process; F:catalytic activity; P:mycelium development	-	N	gene_6652	18	6	24	26	14	8	0	16	1985212	1985466
gene_6623	5.41300053892889	1.02075374429535	769	Pectin lyase-like protein	Neurospora tetrasperma	Ophiostoma piceae			glycoside hydrolase family 55 partial	1	F:hydrolase activity	-	Y	gene_6653	14	0	14	42	12	0	0	7	1985213	1985467
gene_6624	13.1192638914575	1.22977318790738	472	Putative uncharacterized protein	Pestalotiopsis fici	Ophiostoma piceae			hypothetical protein FOXB_08883	0	-		N	gene_6654	44	2	4	130	16	4	0	26	1985214	1985468
gene_6625	0	0	1 148	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5547	0	-		N	gene_6655	0	0	0	0	0	0	0	0	1985215	1985469
gene_6626	9.55279731125716	-0.26934859333936	603	F-box domain containing protein	Grosmannia clavigera	Ophiostoma piceae			f-box domain-containing protein	0	-		N	gene_6656	14	0	28	25	8	4	6	16	1985216	1985470
gene_6627	1.36907783616569	-0.108665124208542	590	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_5563	0	-		N	gene_6657	6	0	0	6	6	0	0	2	1985217	1985471
gene_6628	10.9022246564232	-0.607902898267471	600	Serine/threonine-protein kinase chk1 (Checkpoint kinase 1)	Grosmannia clavigera	Ophiostoma piceae	K02216	CHK1; serine/threonine-protein kinase Chk1 [EC:2.7.11.1]	camk camkl chk1 protein kinase	3	P:phosphorylation; F:protein kinase activity; F:nucleotide binding	-	N	gene_6658	36	0	4	37	10	2	8	27	1985218	1985472
gene_6629	12.9395611019527	0.80941896951743	169	Ubiquitin-conjugating enzyme E2-20 kDa	Villosiclava virens	Sporothrix schenckii	K06688	UBE2C, UBC11; ubiquitin-conjugating enzyme E2 C [EC:6.3.2.19]	ubiquitin conjugating enzyme	2	F:ATP binding; F:acid-amino acid ligase activity	EC:6.3.2.0	N	gene_6659	24	8	18	41	18	8	1	16	1985219	1985473
gene_663	101.811782414674	-0.787972384613685	626	Fungal transcriptional regulatory protein	Grosmannia clavigera	Ophiostoma piceae			fungal transcriptional regulatory protein	1	P:transcription, DNA-dependent	-	N	gene_664	68	7	217	281	160	121	12	407	1979224	1979478
gene_6630	96.1637183319608	0.362550282342742	121	60S ribosomal protein L31-B (L34/YL28)	Podospora anserina	Ophiostoma piceae	K02910	RP-L31e, RPL31; large subunit ribosomal protein L31e	60s ribosomal protein l31	3	C:ribosome; F:structural constituent of ribosome; P:translation	-	N	gene_6660	193	32	143	369	102	44	17	296	1985220	1985474
gene_6631	20.1000384877118	-0.0859189782765856	363	RGS domain containing protein	Grosmannia clavigera	Ophiostoma piceae			regulator of g-protein signaling domain-containing protein	1	P:termination of G-protein coupled receptor signaling pathway	-	N	gene_6661	54	0	45	59	0	24	10	27	1985221	1985475
gene_6632	6.99346520167156	0.651626990740228	306	COP9 signalosome complex subunit 7a (CSN complex subunit 7a)	Grosmannia clavigera	Ophiostoma piceae	K12180	COPS7, CSN7; COP9 signalosome complex subunit 7	pci domain-containing protein	0	-		N	gene_6662	35	0	2	47	19	0	0	12	1985222	1985476
gene_6633	53.2909939273606	-0.383315182685535	1 186	Copper-transporting ATPase 2	Grosmannia clavigera	Ophiostoma piceae	K01533	E3.6.3.4, ATP7, copA; Cu2+-exporting ATPase [EC:3.6.3.4]	heavy metal translocating p-type atpase	6	F:copper ion binding; P:copper ion transport; C:integral to membrane; F:copper-transporting ATPase activity; P:ATP biosynthetic process; F:ATP binding	-	N	gene_6663	60	10	112	128	73	48	8	200	1985223	1985477
gene_6634	16.8597488584345	-0.290868962239979	811	Sporulation protein RMD8 (Required for meiotic nuclear division protein 8)	Grosmannia clavigera	Ophiostoma piceae			copper-transporting atpase 2	4	F:binding; P:metabolic process; P:cation transport; F:hydrolase activity	-	N	gene_6664	22	4	34	35	32	2	6	52	1985224	1985478
gene_6635	24.6135728724567	-0.704279704744487	389	Tyrosyl-tRNA synthetase	Grosmannia clavigera	Ophiostoma piceae	K01866	YARS, tyrS; tyrosyl-tRNA synthetase [EC:6.1.1.1]	tyrosyl-trna synthetase	4	C:cytoplasm; P:tyrosyl-tRNA aminoacylation; F:tyrosine-tRNA ligase activity; F:ATP binding	EC:6.1.1.1	N	gene_6665	50	2	31	60	48	12	10	66	1985225	1985479
gene_6636	17.7573165955299	0.215632851181673	120	Ribonuclease p complex subunit	Grosmannia clavigera	Grosmannia clavigera			ribonuclease p complex subunit	3	F:ribonuclease activity; F:carbon-sulfur lyase activity; P:tRNA processing	-	N	gene_6666	27	7	32	48	13	8	8	30	1985226	1985480
gene_6637	3.00061688095925	1.30206553806467	316	Ribonuclease P complex subunit	Grosmannia clavigera	Ophiostoma piceae	K03539	RPP1, RPP30; ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]	ribonuclease p complex subunit	2	P:metabolic process; F:catalytic activity	-	N	gene_6667	13	0	10	16	2	2	0	2	1985227	1985481
gene_6638	32.8487152638015	0.14768862312532	468	Putative uncharacterized protein	 	Ophiostoma piceae			unnamed protein product	0	-		Y	gene_6668	73	8	49	117	42	18	10	62	1985228	1985482
gene_6639	6.37258241037024	-0.27853970182402	321	Oxidoreductase-like protein 	Villosiclava virens	Ophiostoma piceae			oxidoreductase-like protein	1	P:mycelium development	-	N	gene_6669	10	0	22	8	8	4	2	20	1985229	1985483
gene_664	3.71545430007382	0.214367736462246	604	N-carbamoyl-D-amino acid hydrolase (D-N-alpha-carbamilase)	Neofusicoccum parvum	Ophiostoma piceae			carbon-nitrogen hydrolase	2	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds; P:nitrogen compound metabolic process	-	N	gene_665	11	0	4	24	6	0	0	20	1979225	1979479
gene_6640	0.963630983307017	0.814033096852217	168	Putative uncharacterized protein	Fusarium oxysporum	Ophiostoma piceae			glutathione-dependent formaldehyde-activating enzyme	2	F:carbon-sulfur lyase activity; P:metabolic process	-	N	gene_6670	0	0	8	2	0	0	0	4	1985230	1985484
gene_6641	0.317918385588013	-0.71002879891327	316	Putative uncharacterized protein	Neurospora tetrasperma	Ophiostoma piceae			hard surface induced protein	1	F:transferase activity, transferring acyl groups other than amino-acyl groups		N	gene_6671	0	0	0	0	0	0	0	6	1985231	1985485
