Protein_ID	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
811643	1.15.1.1	Superoxide dismutase.	2 peroxide radical + 2 H(+) = O(2) + H(2)O(2).	Copper and Zinc or Iron or Manganese.	\N	\N	\N	\N
811762	3.2.1.15	Polygalacturonase.	Random hydrolysis of 1,4-alpha-D-galactosiduronic linkages in pectate and other galacturonans.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
811762	3.2.1.15	Polygalacturonase.	Random hydrolysis of 1,4-alpha-D-galactosiduronic linkages in pectate and other galacturonans.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
811801	3.1.4.4	Phospholipase D.	A phosphatidylcholine + H(2)O = choline + a phosphatidate.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
811801	3.1.4.4	Phospholipase D.	A phosphatidylcholine + H(2)O = choline + a phosphatidate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
811815	2.7.1.67	1-phosphatidylinositol 4-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
811844	2.1.1.76	Quercetin 3-O-methyltransferase.	S-adenosyl-L-methionine + 3,5,7,3',4'-pentahydroxyflavone = S-adenosyl-L-homocysteine + 3-methoxy-5,7,3',4'-tetrahydroxyflavone.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
812149	2.7.7.1	Nicotinamide-nucleotide adenylyltransferase.	ATP + nicotinamide ribonucleotide = diphosphate + NAD(+).	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
812198	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.	\N	\N	\N	\N
812414	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	2,4-Dichlorobenzoate degradation	Biodegradation of Xenobiotics	METABOLIC
812414	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
812414	3.1.1.-	Carboxylic ester hydrolases.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
812576	5.2.1.2	Maleylacetoacetate isomerase.	4-maleylacetoacetate = 4-fumarylacetoacetate.	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
812576	5.2.1.2	Maleylacetoacetate isomerase.	4-maleylacetoacetate = 4-fumarylacetoacetate.	\N	\N	Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
812589	4.1.3.27	Anthranilate synthase.	Chorismate + L-glutamine = anthranilate + pyruvate + L-glutamate.	\N	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Fatty acid metabolism	Lipid Metabolism	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Lysine degradation	Amino Acid Metabolism	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Fatty acid biosynthesis (path 2)	Lipid Metabolism	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
813263	4.2.1.17	Enoyl-CoA hydratase.	(3S)-3-hydroxyacyl-CoA = trans-2(or 3)-enoyl-CoA + H(2)O.	\N	Peroxisomal bifunctional enzyme deficiency; MIM:261515.	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
813379	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC
813389	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
813389	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Prostaglandin and leukotriene metabolism	Metabolism of Complex Lipids	METABOLIC
813389	3.1.1.4	Phospholipase A2.	Phosphatidylcholine + H(2)O = 1-acylglycerophosphocholine + a fatty acid anion.	Calcium.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Cysteine metabolism	Amino Acid Metabolism	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Carbon fixation	Energy Metabolism	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
813446	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
813465	2.7.1.37	Protein kinase.	ATP + a protein = ADP + a phosphoprotein.	\N	\N	\N	\N	\N
813656	1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (lipoamide).	3-methyl-2-oxobutanoate + lipoamide = S-(2-methylpropanoyl)dihydrolipoamide + CO(2).	Thiamine pyrophosphate.	Maple syrup urine disease; MIM:248600.	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC
813725	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
813725	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
813725	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
813743	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
813757	1.1.1.219	Dihydrokaempferol 4-reductase.	Cis-3,4-leucopelargonidin + NADP(+) = (+)-dihydrokaempferol + NADPH.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
813818	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
813950	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
814069	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
814069	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
814069	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
814100	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC
814100	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N
814100	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY
814110	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
814132	4.2.1.1	Carbonate dehydratase.	H(2)CO(3) = CO(2) + H(2)O.	Zinc.	Osteopetrosis-renal tubular acidosis syndrome; MIM:259730.	Nitrogen metabolism	Energy Metabolism	METABOLIC
814139	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
814294	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY
814294	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
814294	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
814377	1.11.1.9	Glutathione peroxidase.	2 glutathione + H(2)O(2) = oxidized glutathione + 2 H(2)O.	Selenium.	Hemolytic anemia due to glutathione peroxidase deficiency; MIM:138320.	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
814402	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
814585	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
814626	3.5.1.16	Acetylornithine deacetylase.	N2-acetyl-L-ornithine + H(2)O = acetate + L-ornithine.	\N	\N	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
814770	3.1.1.29	Aminoacyl-tRNA hydrolase.	N-substituted aminoacyl-tRNA + H(2)O = N-substituted amino acid + tRNA.	\N	\N	\N	\N	\N
814774	1.14.11.15	Gibberellin 3-beta-dioxygenase.	Gibberellin 20 + 2-oxoglutarate + O(2) = gibberellin 1 + succinate + CO(2).	Iron; Ascorbate.	\N	\N	\N	\N
814782	1.11.1.7	Peroxidase.	Donor + H(2)O(2) = oxidized donor + 2 H(2)O.	Heme.	Myeloperoxidase deficiency with disseminated candidiasis; MIM:254600.	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
814782	1.11.1.7	Peroxidase.	Donor + H(2)O(2) = oxidized donor + 2 H(2)O.	Heme.	Myeloperoxidase deficiency with disseminated candidiasis; MIM:254600.	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
814782	1.11.1.7	Peroxidase.	Donor + H(2)O(2) = oxidized donor + 2 H(2)O.	Heme.	Myeloperoxidase deficiency with disseminated candidiasis; MIM:254600.	Methane metabolism	Energy Metabolism	METABOLIC
814785	2.4.1.34	1,3-beta-glucan synthase.	UDP-glucose + {(1,3)-beta-D-glucosyl}(N) = UDP + {(1,3)-beta-D- glucosyl}(N+1).	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
814829	3.1.4.43	Glycerophosphoinositol inositolphosphodiesterase.	Sn-glycero-3-phospho-1-inositol + H(2)O = glycerol + inositol 1-phosphate.	\N	\N	\N	\N	\N
814830	3.1.4.43	Glycerophosphoinositol inositolphosphodiesterase.	Sn-glycero-3-phospho-1-inositol + H(2)O = glycerol + inositol 1-phosphate.	\N	\N	\N	\N	\N
814871	2.3.1.74	Naringenin-chalcone synthase.	3 malonyl-CoA + 4-coumaroyl-CoA = 4 CoA + naringenin-chalcone + 3 CO(2).	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
814872	2.3.1.74	Naringenin-chalcone synthase.	3 malonyl-CoA + 4-coumaroyl-CoA = 4 CoA + naringenin-chalcone + 3 CO(2).	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
814873	4.2.1.9	Dihydroxy-acid dehydratase.	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O.	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
814873	4.2.1.9	Dihydroxy-acid dehydratase.	2,3-dihydroxy-3-methylbutanoate = 3-methyl-2-oxobutanoate + H(2)O.	\N	\N	Valine, leucine and isoleucine biosynthesis	Amino Acid Metabolism	METABOLIC
814875	1.1.1.91	Aryl-alcohol dehydrogenase (NADP+).	An aromatic alcohol + NADP(+) = an aromatic aldehyde + NADPH.	\N	\N	\N	\N	\N
814879	3.6.1.19	Nucleoside-triphosphate pyrophosphatase.	A nucleoside triphosphate + H(2)O = a nucleotide + diphosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
814879	3.6.1.19	Nucleoside-triphosphate pyrophosphatase.	A nucleoside triphosphate + H(2)O = a nucleotide + diphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
814880	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
814880	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
814880	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
814880	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
814880	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
814965	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
814978	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
815017	3.2.1.28	Alpha,alpha-trehalase.	Alpha,alpha-trehalose + H(2)O = 2 D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
815032	5.1.3.2	UDP-glucose 4-epimerase.	UDP-glucose = UDP-galactose.	NAD.	Galactose epimerase deficiency; MIM:230350.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
815032	5.1.3.2	UDP-glucose 4-epimerase.	UDP-glucose = UDP-galactose.	NAD.	Galactose epimerase deficiency; MIM:230350.	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
815069	4.4.1.14	1-aminocyclopropane-1-carboxylate synthase.	S-adenosyl-L-methionine = 1-aminocyclopropane-1-carboxylate + methylthioadenosine.	Pyridoxal-phosphate.	\N	Propanoate metabolism	Carbohydrate Metabolism	METABOLIC
815070	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
815070	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
815070	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
815070	1.8.1.4	Dihydrolipoamide dehydrogenase.	Dihydrolipoamide + NAD(+) = lipoamide + NADH.	FAD.	Congenital infantile lactic acidosis; MIM:246900.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
815115	5.3.1.4	L-arabinose isomerase.	L-arabinose = L-ribulose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
815160	1.14.11.12	Gibberellin-44 dioxygenase.	Gibberellin 44 + 2-oxoglutarate + O(2) = gibberellin 19 + succinate + CO(2).	Iron.	\N	\N	\N	\N
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Cysteine metabolism	Amino Acid Metabolism	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Carbon fixation	Energy Metabolism	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
815164	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
815248	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
815248	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
815248	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
815248	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
815248	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
815248	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
815252	3.4.24.64	Mitochondrial processing peptidase.	Release of N-terminal transit peptides from precursor proteins imported into the mitochondrion, typically with Arg in position P2.	Zinc.	\N	\N	\N	\N
815294	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
815301	2.6.1.45	Serine--glyoxylate aminotransferase.	L-serine + glyoxylate = 3-hydroxypyruvate + glycine.	Pyridoxal-phosphate.	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
815304	3.1.4.11	1-phosphatidylinositol-4,5-bisphosphate phosphodiesterase.	1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H(2)O = D-myo- inositol 1,4,5-trisphosphate + diacylglycerol.	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
815347	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Carbon fixation	Energy Metabolism	METABOLIC
815347	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
815347	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
815347	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
815347	5.3.1.1	Triosephosphate isomerase.	D-glyceraldehyde 3-phosphate = glycerone phosphate.	\N	Hemolytic anemia due to triosephosphate isomerase deficiency; MIM:190450.	Inositol metabolism	Carbohydrate Metabolism	METABOLIC
815377	1.1.1.219	Dihydrokaempferol 4-reductase.	Cis-3,4-leucopelargonidin + NADP(+) = (+)-dihydrokaempferol + NADPH.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
815400	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
815428	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase.	UTP + alpha-D-glucose 1-phosphate = diphosphate + UDP-glucose.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
815428	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase.	UTP + alpha-D-glucose 1-phosphate = diphosphate + UDP-glucose.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
815428	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase.	UTP + alpha-D-glucose 1-phosphate = diphosphate + UDP-glucose.	\N	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
815428	2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase.	UTP + alpha-D-glucose 1-phosphate = diphosphate + UDP-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
815464	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
815513	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
815513	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
815513	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
815513	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
815513	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
815540	4.2.2.2	Pectate lyase.	Eliminative cleavage of pectate to give oligosaccharides with 4-deoxy- alpha-D-gluc-4-enuronosyl groups at their non-reducing ends.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
815545	1.3.5.1	Succinate dehydrogenase (ubiquinone).	Succinate + ubiquinone = fumarate + ubiquinol.	FAD; Iron-sulfur.	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC
815545	1.3.5.1	Succinate dehydrogenase (ubiquinone).	Succinate + ubiquinone = fumarate + ubiquinol.	FAD; Iron-sulfur.	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC
815571	2.7.4.3	Adenylate kinase.	ATP + AMP = ADP + ADP.	\N	Hemolytic anemia due to deficiency of adenylate kinase; MIM:103000.	Purine metabolism	Nucleotide Metabolism	METABOLIC
