Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
gene_6230	0.573418941555429	0.164994444948118	308	Short-chain dehydrogenase reductase 2a	Capronia coronata	Ophiostoma piceae			short chain dehydrogenase	4	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:nucleotide binding		N	0	0	0	2	2	0	0	0
gene_6231	1.60827125034099	2.07606049617168	462	Uncharacterized transporter C1002.16c	Togninia minima	Sporothrix schenckii			mfs transporter	2	C:integral to membrane; P:transmembrane transport		N	6	0	2	6	0	0	0	0
gene_6232	9.17240241391747	0.409357707548188	883	Thiamine repressible genes regulatory protein thi1 (Transcription factor ntf1)	Grosmannia clavigera	Ophiostoma piceae			c6 finger domain	2	F:binding; P:transcription, DNA-dependent	-	N	26	28	20	2	16	0	14	6
gene_6233	6.315507173965	-0.337759025210476	557	Putative uncharacterized protein	Thielavia terrestris	Ophiostoma piceae			hypothetical protein THITE_2061567	0	-		N	4	14	16	4	5	0	23	8
gene_6234	4.91479507889792	2.11343688168822	245	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			carboxymuconolactone decarboxylase	0	-		N	22	6	8	10	2	0	4	0
gene_6235	177.254170126572	-1.22503076861411	650	Flavin-binding monooxygenase	Grosmannia clavigera	Ophiostoma piceae			flavin-binding monooxygenase-like protein	1	F:monooxygenase activity		N	70	434	195	61	50	10	168	884
gene_6236	22.6323755395073	0.311982566958848	468	NAPE-hydrolyzing phospholipase D	Colletotrichum higginsianum	Ophiostoma piceae	K13985	NAPEPLD; N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D [EC:3.1.4.54]	nape-hydrolyzing phospholipase d	3	F:NAPE-specific phospholipase D activity; F:zinc ion binding; F:hydrolase activity		N	53	38	31	25	32	0	32	30
gene_6237	13.5538326235807	0.578501810989403	958	Spindle pole body component alp14 (Altered polarity protein 14)	Togninia minima	Ophiostoma piceae			spindle pole body component	3	F:DNA binding; C:nucleus; P:regulation of transcription, DNA-dependent	-	N	26	11	37	20	19	0	33	0
gene_6238	234.502494831388	4.17992328870715	807	Peptide transporter	Trichoderma reesei	Ophiostoma piceae			opt oligopeptide transporter	1	P:transmembrane transport	-	N	742	71	716	702	84	0	4	12
gene_6239	0	0	150	Methyltransferase type 11	Exophiala aquamarina	Ophiostoma piceae			methyltransferase type 11	3	F:methyltransferase activity; F:transferase activity; P:methylation		N	0	0	0	0	0	0	0	0
gene_624	37.1623950628262	0.217574667741247	247	6-phosphogluconate phosphatase	Grosmannia clavigera	Ophiostoma piceae			had superfamily hydrolase	1	F:hydrolase activity	-	N	97	78	70	20	39	6	32	45
gene_6240	0.483544508927283	-0.976062246234353	224	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	0	0	0	4	0	0	0
gene_6241	9.11646623051977	-0.227827345353833	310	Methyltransferase	Colletotrichum higginsianum	Ophiostoma piceae			methyltransferase	1	F:transferase activity	-	N	9	16	26	6	10	0	22	16
gene_6242	44.0183551417315	0.726575129207537	269	Protein AIM2 (Altered inheritance rate of mitochondria protein 2)	Colletotrichum fioriniae	Ophiostoma piceae	K01061	E3.1.1.45; carboxymethylenebutenolidase [EC:3.1.1.45]	dienelactone hydrolase	1	F:hydrolase activity		Y	112	168	74	24	26	2	46	70
gene_6243	12.0486257189722	0.339442006058293	1 696	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_2048	3	F:molecular_function; P:biological_process; C:cellular_component		N	17	8	40	16	12	0	18	20
gene_6244	2.26835106043969	-1.67632503604794	608	L-gulonolactone oxidase	Grosmannia clavigera	Ophiostoma piceae			fad fmn-containing dehydrogenase	2	F:oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor; F:binding	EC:1.1.3.0	N	2	0	2	0	4	0	0	14
gene_6245	6.53350631347165	0.932848306551188	538	Uncharacterized MFS-type transporter PB1E7.08c	Thielavia terrestris	Ophiostoma piceae			mfs general substrate transporter	2	P:transmembrane transport; C:integral to membrane	-	N	8	2	12	18	15	0	3	0
gene_6246	25.9619056395615	2.00145882275773	507	UNC93-like protein C922.05c	Colletotrichum sublineola	Ophiostoma piceae			major facilitator superfamily transporter	2	P:transmembrane transport; C:integral to membrane	-	N	99	16	111	34	14	0	9	22
gene_6247	47.333794661939	-1.27630309052557	525	Acetyl-hydrolase	Grosmannia clavigera	Ophiostoma piceae	K01067	E3.1.2.1, ACH1; acetyl-CoA hydrolase [EC:3.1.2.1]	acetyl- hydrolase	10	F:metal ion binding; F:acetate CoA-transferase activity; P:acetyl-CoA metabolic process; F:ATP binding; F:biotin carboxylase activity; P:acetate metabolic process; F:lyase activity; C:cytosol; C:mitochondrion; F:acetyl-CoA hydrolase activity	EC:2.8.3.8; EC:6.3.4.14; EC:3.1.2.1	N	31	54	92	16	70	10	92	84
gene_6248	5.86099147515228	0.975303172852088	341	Nuclease PA3 (Deoxyribonuclease PA3/Endonuclease PA3)	Grosmannia clavigera	Ophiostoma piceae			s1 p1 nuclease	4	F:endonuclease activity; P:DNA catabolic process; F:nucleic acid binding; F:3'-nucleotidase activity	EC:3.1.3.6	Y	14	22	16	4	0	0	1	16
gene_6249	50.4895111260157	-1.92815335902129	322	Heat shock protein 30	Fusarium lichenicola	Ophiostoma piceae			heat shock protein 30	3	F:molecular_function; P:response to stress; C:cytoplasm		N	19	52	57	14	19	20	96	127
gene_625	2.58974451447328	-0.471909801605304	526	tRNA A64-2'-O-ribosylphosphate transferase	Grosmannia clavigera	Ophiostoma piceae	K15463	K15463, RIT1; tRNA A64-2'-O-ribosylphosphate transferase [EC:2.4.2.-]	initiator trna phosphoribosyl transferase	3	F:transferase activity; F:transferase activity, transferring pentosyl groups; C:cellular_component		N	8	0	6	0	6	0	0	8
gene_6250	4.43624527460674	-2.31948450312048	723	Zinc finger CCCH domain-containing protein 45 (OsC3H45)	Nectria haematococca	Ophiostoma piceae			yt521-b-like splicing factor	2	F:nucleic acid binding; F:nucleotide binding		N	2	4	0	0	11	2	9	3
gene_6252	28.4276788648665	1.04988803525925	265	Proteasome component C5 (Multicatalytic endopeptidase complex subunit C5)	Grosmannia clavigera	Ophiostoma piceae	K02732	PSMB1; 20S proteasome subunit beta 6 [EC:3.4.25.1]	proteasome component c5	3	F:threonine-type endopeptidase activity; P:proteolysis involved in cellular protein catabolic process; C:proteasome core complex	EC:3.4.25.0	N	88	45	95	24	20	0	35	32
gene_6253	21.8558868828864	1.04285498925189	2 008	Phosphatidylinositol 4-kinase	Colletotrichum graminicola	Ophiostoma piceae	K00888	PI4K; phosphatidylinositol 4-kinase [EC:2.7.1.67]	phosphatidylinositol 4-kinase	4	P:phosphatidylinositol phosphorylation; F:phosphotransferase activity, alcohol group as acceptor; F:kinase activity; P:phosphatidylinositol-mediated signaling	EC:2.7.1.0	N	51	30	60	33	8	2	32	14
gene_6254	5.53041743063773	-0.0236726955729596	436	TPR domain containing protein	Grosmannia clavigera	Ophiostoma piceae			tpr domain containing protein	0	-		N	6	4	12	8	2	0	9	16
gene_6255	15.6342109606629	0.00547219323877853	253	Protein GIR2 (DRG family-regulatory protein 2/Genetically interacts with ribosomal genes protein 2)	Grosmannia clavigera	Ophiostoma piceae			rwd domain-containing protein	1	C:cellular_component		N	33	18	24	16	22	2	18	18
gene_6256	11.2275733412675	0.384723747077931	697	Pumilio domain containing protein	Grosmannia clavigera	Ophiostoma piceae	K14844	PUF6; pumilio homology domain family member 6	pumilio domain containing protein	1	F:RNA binding	-	N	18	32	24	10	10	0	18	18
gene_6257	2.4536273956299	2.56248783951429	443	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_471	0	-		N	22	0	11	0	0	0	0	0
gene_6258	6.16039679731264	1.67070165635179	142	DNA-directed RNA polymerase II subunit rpb4	Grosmannia clavigera	Ophiostoma piceae	K03012	RPB4, POLR2D; DNA-directed RNA polymerase II subunit RPB4	dna directed rna polymerase 2 polypeptide d	3	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; F:nucleotide binding	EC:2.7.7.6	N	9	19	28	9	1	0	6	5
gene_6259	3.80488463089824	-0.326064590171663	95	Transport protein particle subunit trs23 (TRAPP subunit trs23)	Grosmannia clavigera	Sporothrix schenckii			sybindin-like family protein	2	P:ER to Golgi vesicle-mediated transport; C:cis-Golgi network	-	N	4	4	13	2	4	0	16	2
gene_626	21.7275219155172	-0.21567229210583	878	Uncharacterized transcriptional regulatory protein C15D4.02	Togninia minima	Ophiostoma piceae			trna a64-2 -o-ribosylphosphate transferase-like protein	1	P:transcription, DNA-dependent	-	N	37	57	33	10	18	2	33	46
gene_6260	20.3190522526852	1.6052858858796	304	26S proteasome regulatory subunit rpn10	Grosmannia clavigera	Ophiostoma piceae	K03029	PSMD4, RPN10; 26S proteasome regulatory subunit N10	26s proteasome regulatory subunit s5a	1	C:proteasome complex	-	N	39	38	96	28	17	0	19	9
gene_6261	3.6476248025804	1.56824687775695	400	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1659	3	F:molecular_function; P:biological_process; C:cellular_component		N	11	0	19	6	2	0	0	4
gene_6262	7.18186321597238	0.548916652511643	210	Translation machinery-associated protein 22	Grosmannia clavigera	Ophiostoma piceae			translation machinery-associated protein 22	3	C:ribosome; P:translational initiation; F:translation initiation factor activity	-	N	10	18	20	8	2	0	21	6
gene_6263	55.5884563073135	1.12058447710247	1 077	Verprolin-like protein	Grosmannia clavigera	Ophiostoma piceae			verprolin-like protein	3	P:metabolic process; P:mycelium development; F:transferase activity	-	N	74	248	94	72	39	0	54	71
gene_6264	24.094015919105	0.495328235746414	943	Uncharacterized transcriptional regulatory protein C530.05	Grosmannia clavigera	Ophiostoma piceae			c6 transcription factor prf	5	F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding	-	N	49	40	96	14	28	0	23	41
gene_6265	4.35418341861177	0.430957248974362	354	WD repeat-containing protein	Grosmannia clavigera	Ophiostoma piceae	K12880	THOC3; THO complex subunit 3	wd repeat-containing protein	0	-		N	8	4	12	6	1	0	4	12
gene_6266	14.1028578271049	-0.256192731796385	1 227	Protein RIC1 homolog (Connexin-43-interacting protein of 150 kDa)	Grosmannia clavigera	Ophiostoma piceae			duf1339 domain containing protein	4	F:molecular_function; C:protein kinase CK2 complex; P:regulation of protein kinase activity; F:protein kinase regulator activity		N	18	33	40	4	26	0	31	16
gene_6267	0.215129942387516	-0.516277315122841	504	Inorganic phosphate transporter PHO84	Thielavia terrestris	Sporothrix schenckii			phosphate transporter	3	C:membrane; P:transport; F:transporter activity	-	Y	0	0	0	0	0	0	0	2
gene_6268	21.0081643029579	-0.193161405569577	436	Acetate kinase	Grosmannia clavigera	Ophiostoma piceae	K00925	ackA; acetate kinase [EC:2.7.2.1]	acetate kinase	5	F:acetate kinase activity; F:ATP binding; P:organic acid metabolic process; P:phosphorylation; C:intracellular	EC:2.7.2.1	N	22	59	37	14	56	0	24	21
gene_6269	17.7265516551171	-1.71770914983972	301	Transcription corepressor MIG3 (Multicopy inhibitor of growth protein 3)	Trichoderma atroviride	Ophiostoma piceae			conidial septation protein	3	F:nucleic acid binding; F:zinc ion binding; C:intracellular		N	20	18	14	2	22	6	35	31
gene_627	7.22919482690668	-0.282301759615538	723	snRNP assembly protein	Claviceps purpurea	Ophiostoma piceae	K12847	USP39, SAD1; U4/U6.U5 tri-snRNP-associated protein 2	u4 tri-snrnp-associated protein 2	2	F:metal ion binding; F:hydrolase activity	-	N	16	22	4	2	4	0	29	8
gene_6270	17.9672968960426	0.206906886141999	596	Pre-mRNA-processing factor 31	Grosmannia clavigera	Ophiostoma piceae	K12844	PRPF31; U4/U6 small nuclear ribonucleoprotein PRP31	pre-mrna-processing factor 31	0	-		N	36	35	34	16	26	0	21	30
gene_6271	18.3181858415042	0.131496816556377	667	Pre-mRNA-splicing factor CLF1	Grosmannia clavigera	Ophiostoma piceae	K12869	CRN, CRNKL1, CLF1, SYF3; crooked neck	cell cycle control protein	4	P:RNA splicing; C:spliceosomal complex; P:mRNA processing; P:cell cycle	-	N	39	27	34	17	14	4	24	16
gene_6272	41.9255223946166	0.950424460084264	563	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_744	0	-		N	96	121	108	39	43	0	48	42
gene_6273	1.98750099240248	-0.635287449988308	174	Putative uncharacterized protein	Colletotrichum graminicola	Ophiostoma piceae			hypothetical protein GLRG_03869	0	-		Y	0	0	12	0	2	0	0	10
gene_6274	23.9529688374397	-0.438578937148269	1 044	La domain family protein protein	Grosmannia clavigera	Ophiostoma piceae			la domain family	0	-		N	16	34	49	24	18	4	29	55
gene_6275	8.73597609020252	0.37660223670596	213	Protein transport protein SFT2	Colletotrichum fioriniae	Sporothrix schenckii			sft2-domain-containing protein	2	C:integral to membrane; P:vesicle-mediated transport	-	N	18	24	16	7	6	0	14	16
gene_6276	34.4926339243577	0.383325107583699	531	Microphthalmia-associated transcription factor	Grosmannia clavigera	Ophiostoma piceae			bhlh family transcription factor	1	F:protein dimerization activity	-	N	62	118	48	28	38	3	40	40
gene_6277	17.6843544132839	0.80516930545118	812	Nitrogen permease regulator 3 (Required for meiotic nuclear division protein 11)	Togninia minima	Ophiostoma piceae			upf0171 domain protein	1	F:proline racemase activity		N	26	48	48	22	14	0	22	24
gene_6279	7.87569148671636	0.628749214062376	136	Extracellular guanyl-specific ribonuclease	Trichoderma virens	Ophiostoma piceae			guanyl-specific ribonuclease	4	P:nucleic acid phosphodiester bond hydrolysis; F:RNA binding; F:ribonuclease T1 activity; F:endoribonuclease activity	EC:3.1.27.3	Y	29	4	25	5	5	0	6	17
gene_628	9.44649914341419	0.714533188151723	409	Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2)	Neurospora crassa	Ophiostoma piceae	K03259	EIF4E; translation initiation factor 4E	translation initiation factor eif4e3	2	F:RNA binding; P:translation	-	N	12	35	22	10	8	0	13	12
gene_6280	0.725316763390924	-1.29315475649172	298	Putative uncharacterized protein	Colletotrichum fioriniae	Ophiostoma piceae			hypothetical protein CH063_00126, partial	0	-		N	0	0	0	0	6	0	0	0
gene_6281	10.2595461650317	-0.19570400015703	357	Pre-mRNA-splicing factor slt-11	Grosmannia clavigera	Ophiostoma piceae	K12872	RBM22, SLT11; pre-mRNA-splicing factor RBM22/SLT11	pre-mrna splicing factor slt11	2	F:nucleic acid binding; F:nucleotide binding	-	N	14	18	18	9	20	1	10	13
gene_6282	40.1856708767404	0.339417286691145	380	Sterol 24-C-methyltransferase	Grosmannia clavigera	Sporothrix schenckii	K00559	E2.1.1.41, SMT1, ERG6; sterol 24-C-methyltransferase [EC:2.1.1.41]	sterol 24-c-methyltransferase	5	C:lipid particle; P:methylation; C:mitochondrial outer membrane; F:sterol 24-C-methyltransferase activity; P:sterol biosynthetic process	EC:2.1.1.41	N	49	140	96	28	34	4	46	58
gene_6283	55.9831414217821	0.844528178773942	394	Pyruvate dehydrogenase e1 beta subunit	Grosmannia clavigera	Ophiostoma piceae	K00162	PDHB, pdhB; pyruvate dehydrogenase E1 component subunit beta [EC:1.2.4.1]	pyruvate dehydrogenase e1 component beta subunit	2	F:catalytic activity; P:metabolic process	-	N	74	159	148	73	43	0	87	62
gene_6284	3.20196567492236	0.794984630885767	560	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8298	4	F:molecular_function; P:ascospore formation; P:pathogenesis; C:cellular_component		N	6	24	4	0	4	0	6	0
gene_6285	23.4156175478653	0.335730743885826	976	Auxilin-like clathrin uncoating factor SWA2 (Bud site selection protein 24) 	Grosmannia clavigera	Ophiostoma piceae			uba ts-n domain containing protein	1	P:mycelium development	-	N	42	58	86	8	30	0	28	38
gene_6286	13.796712436519	-0.667913212193476	673	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_8122	0	-		N	16	46	20	0	16	2	32	20
gene_6287	4.15767242339961	0.199204015039222	116	Small nuclear ribonucleoprotein Sm D3 (snRNP core protein D3)	Grosmannia clavigera	Ophiostoma piceae	K11088	SNRPD3, SMD3; small nuclear ribonucleoprotein D3	small nuclear ribonucleoprotein	2	F:nucleic acid binding; C:ribonucleoprotein complex	-	N	14	6	13	0	2	0	4	12
gene_6288	11.1820903859611	0.461518522796446	230	Putative uncharacterized protein	Pestalotiopsis fici	Ophiostoma piceae			hypothetical protein CMQ_8290	0	-		N	16	37	24	10	7	0	20	18
gene_6289	9.16877078251621	0.0401251410508483	292	Folic acid synthesis protein fol1 (Dihydroneopterin aldolase)	Grosmannia clavigera	Ophiostoma piceae			serine threonine-protein kinase psk1	4	F:kinase activity; P:folic acid-containing compound metabolic process; P:phosphorylation; F:dihydroneopterin aldolase activity		N	10	21	28	6	9	0	15	19
gene_629	0.451047364119742	0.041338478634427	211	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_6031	0	-		N	0	3	1	0	0	0	0	2
gene_6290	20.4413332132798	-0.0135904943226021	834	Glycoside hydrolase family 3 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			glycoside hydrolase family 3	2	P:glucan catabolic process; F:beta-glucosidase activity	EC:3.2.1.21	N	26	50	36	18	16	2	34	34
gene_6291	28.5371008693778	1.1435426352425	1 290	Putative urea carboxylase (Lactam utilization protein lamA)	Fusarium oxysporum	Ophiostoma piceae			urea carboxylase	5	P:cellular protein metabolic process; F:metal ion binding; F:organic cyclic compound binding; F:ligase activity; 	-	N	118	54	67	18	72	0	0	0
gene_6292	6.01243215685759	0.537759439531453	563	Uncharacterized MFS-type transporter C1271.10c	Trichoderma virens	Ophiostoma piceae			mfs general substrate transporter	5	C:integral to membrane; F:nucleic acid binding; P:methylation; P:transmembrane transport; F:methyltransferase activity	EC:2.1.1.0	N	35	0	13	0	18	0	2	0
gene_6293	10.1058042460517	0.366207007665447	264	Lactam utilization protein lamB	Nectria haematococca	Ophiostoma piceae	K07160	K07160; UPF0271 protein	family protein	4	P:carbohydrate metabolic process; C:membrane; F:catalytic activity; P:transport	-	N	50	4	12	4	36	0	0	0
gene_6294	9.577194247371	-0.00955043568632897	443	Putative NADPH dehydrogenase C23G7.10c (Old yellow enzyme homolog 3)	Trichoderma virens	Ophiostoma piceae			nadh-dependent flavin oxidoreductase	3	F:FMN binding; F:oxidoreductase activity; P:oxidation-reduction process	-	N	4	0	26	18	24	0	9	10
gene_6295	8.37057433748211	-0.179714433420123	866	Putative uncharacterized protein	Trichoderma virens	Trichoderma virens			urea carboxylase	2	F:binding; P:metabolic process	-	N	13	6	26	6	10	2	7	10
gene_6296	4.10351640944097	0.454653921341859	226	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	8	2	6	8	3	0	7	6
gene_6297	17.82239810887	0.00566465645160754	785	SIR2 family histone deacetylase	Grosmannia clavigera	Ophiostoma piceae	K11121	SIR2; NAD-dependent histone deacetylase SIR2 [EC:3.5.1.-]	sir2 family histone deacetylase	1	F:NAD+ binding	-	N	36	20	37	16	12	4	18	25
gene_6298	10.4506561845829	0.696564004086893	1 008	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)	Grosmannia clavigera	Sporothrix schenckii			mediator of rna polymerase ii transcription subunit 16	2	; F:catalytic activity	-	N	12	20	19	20	16	0	14	6
gene_6299	10.2266290196473	1.14299546668018	867	Transcription factor	Grosmannia clavigera	Ophiostoma piceae			transcription factor	3	F:molecular_function; P:biological_process; C:cellular_component		N	26	14	22	18	6	0	6	16
gene_63	60.512156903772	0.626547361798667	833	Transcriptional regulatory protein pro-1	Grosmannia clavigera	Ophiostoma piceae	K09243	UME6; transcriptional regulatory protein UME6	transcriptional regulatory protein pro-1	2	P:transcription from RNA polymerase II promoter; P:regulation of transcription, DNA-dependent	-	N	125	138	137	63	72	0	82	69
gene_630	0	0	230	Fungal cellulose binding domain containing protein	Pyrenophora tritici-repentis	Ophiostoma piceae			glycoside hydrolase family 61 protein	1	F:hydrolase activity		Y	0	0	0	0	0	0	0	0
gene_6300	16.8722916341019	0.559291517897189	1 032	Exosome complex exonuclease dis3 (Chromosome disjunction protein 3/Mitotic control protein dis3)	Togninia minima	Ophiostoma piceae	K12585	DIS3, RRP44; exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]	mitotic control protein dis3	12	C:nuclear exosome (RNase complex); P:nuclear mRNA surveillance; P:nuclear polyadenylation-dependent CUT catabolic process; C:cytoplasmic exosome (RNase complex); P:exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); C:nucleolus; P:nonfunctional rRNA decay; F:endoribonuclease activity; P:nuclear polyadenylation-dependent tRNA catabolic process; F:tRNA binding; F:3'-5'-exoribonuclease activity; P:nuclear polyadenylation-dependent rRNA catabolic process	-	N	23	30	20	32	32	0	17	12
gene_6301	21.0530456682812	0.397732459981281	597	Chromatin structure-remodeling complex subunit rsc7 (Remodel the structure of chromatin complex subunit7)	Grosmannia clavigera	Ophiostoma piceae			chromatin remodelling complex subunit-like protein	0	-		N	34	54	68	13	34	1	18	23
gene_6302	0.553898239248909	0.00205764321271487	52	Putative uncharacterized protein	Colletotrichum fioriniae	Colletotrichum fioriniae			chromatin structure-remodeling complex protein rsc7	0	-		N	0	0	2	1	0	0	3	0
gene_6303	3.97090559293679	0.255575878704694	325	DNA polymerase epsilon subunit D	Grosmannia clavigera	Ophiostoma piceae	K02326	POLE3; DNA polymerase epsilon subunit 3 [EC:2.7.7.7]	cbf nf-y family transcription factor	5	C:nucleosome; F:sequence-specific DNA binding; P:nucleosome assembly; C:nucleus; F:protein heterodimerization activity	-	N	4	20	12	0	8	0	4	4
gene_6304	10.6684616625813	-0.0855868420202309	632	Rhomboid family protein	Grosmannia clavigera	Ophiostoma piceae	K09650	PARL, PSARL, PCP1; rhomboid-like protein [EC:3.4.21.105]	rhomboid family protein	3	P:proteolysis; F:serine-type endopeptidase activity; C:integral to membrane		N	14	22	30	6	12	0	2	36
gene_6305	2.7587195990612	-0.632837050444485	235	Putative secondary alcohol dehydrogenase	Grosmannia clavigera	Ophiostoma piceae			secondary alcohol dehydrogenase	1	F:binding	-	N	1	0	10	2	6	0	8	3
gene_6306	12.7435061359111	-1.17794593841767	181	Ubiquitin conjugating enzyme	Grosmannia clavigera	Sporothrix schenckii	K04555	UBE2G2, UBC7; ubiquitin-conjugating enzyme E2 G2 [EC:6.3.2.19]	ubiquitin conjugating enzyme	3	P:protein ubiquitination; F:ATP binding; F:ubiquitin-protein ligase activity	EC:6.3.2.19	N	8	10	20	8	2	6	24	18
gene_6307	25.5869966711488	1.29045782724659	560	WSC domain containing protein	Grosmannia clavigera	Ophiostoma piceae			wsc domain containing protein	3	F:molecular_function; P:biological_process; C:cellular_component		Y	53	73	91	27	10	0	29	31
gene_6308	2.72280915563643	1.07434901443716	1 045	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		N	0	30	4	0	4	0	0	2
gene_6309	9.61976176091848	-0.342073785294014	418	Aminotransferase class 3	Grosmannia clavigera	Ophiostoma piceae			class iii chitinase	1	F:catalytic activity	-	N	8	40	14	2	2	6	6	0
gene_631	47.2590177920268	-0.0360443567192542	383	SH3 domain-containing protein PJ696.02	Myceliophthora thermophila	Myceliophthora thermophila			duf500 and sh3 domain containing protein	7	P:actin cortical patch localization; C:cellular bud neck; F:actin filament binding; P:actin filament bundle assembly; C:mitochondrion; P:endocytosis; C:actin cortical patch	-	N	46	94	135	38	54	8	54	58
gene_6310	0.92912518977882	1.17500249353071	51	Putative uncharacterized protein	Gaeumannomyces graminis	Sporothrix schenckii			---NA---	0	-		N	4	0	9	0	0	0	1	0
gene_6311	5.5372576293874	-1.2657112568303	574	tRNA modification GTPase MSS1, mitochondrial	Colletotrichum fioriniae	Ophiostoma piceae	K03650	mnmE, trmE, MSS1; tRNA modification GTPase [EC:3.6.-.-]	isoform cra_b	2	F:binding; P:nucleobase-containing compound metabolic process	-	N	6	6	10	0	15	0	18	6
gene_6312	4.66479941627133	0.808676721905274	292	Major facilitator superfamily transporter, sugar	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter sugar	4	P:regulation of Rab GTPase activity; P:positive regulation of Rab GTPase activity; C:intracellular; F:Rab GTPase activator activity		N	4	0	14	12	4	0	7	4
gene_6313	27.7852205667987	-0.268201038178931	940	GTPase activating protein	Grosmannia clavigera	Ophiostoma piceae			gtpase-activating protein gyp7	4	F:Rab GTPase activator activity; P:mycelium development; C:intracellular; P:positive regulation of Rab GTPase activity	-	N	38	26	48	31	22	6	58	24
gene_6314	7.77968864183621	0.00050960189552473	524	DUF580 domain containing protein	Grosmannia clavigera	Ophiostoma piceae			duf580 domain containing protein	1	C:integral to membrane	-	N	8	0	28	10	14	0	11	11
gene_6315	10.8966032265705	0.862818940652822	611	Platelet-activating factor acetylhydrolase	Grosmannia clavigera	Ophiostoma piceae	K01062	E3.1.1.47, PAFAH; 1-alkyl-2-acetylglycerophosphocholine esterase [EC:3.1.1.47]	platelet-activating factor acetylhydrolase	1	F:hydrolase activity	-	N	18	24	52	8	6	0	15	15
gene_6316	12.4159923029237	0.45111340286059	230	Riboflavin synthase	Colletotrichum graminicola	Ophiostoma piceae	K00793	ribE, RIB5; riboflavin synthase [EC:2.5.1.9]	riboflavin synthase	6	F:riboflavin synthase activity; P:riboflavin biosynthetic process; F:oxidoreductase activity; C:nucleus; C:cytosol; P:oxidation-reduction process	EC:2.5.1.9	N	12	52	50	2	12	0	24	14
gene_6317	0.430259884775033	-0.895705720364415	580	Crossover junction endonuclease MUS81	Grosmannia clavigera	Ophiostoma piceae	K08991	MUS81; crossover junction endonuclease MUS81 [EC:3.1.22.-]	dna repair protein	2	P:DNA metabolic process; F:hydrolase activity	-	N	0	0	0	0	0	0	0	4
gene_6318	34.6998497633714	0.245657158494513	540	Phosphoacetylglucosamine mutase	Grosmannia clavigera	Ophiostoma piceae	K01836	E5.4.2.3; phosphoacetylglucosamine mutase [EC:5.4.2.3]	n-acetylglucosamine-phosphate mutase	3	F:phosphoacetylglucosamine mutase activity; P:carbohydrate metabolic process; F:magnesium ion binding	EC:5.4.2.3	N	70	90	68	23	20	4	70	36
gene_6319	20.1348179573117	-0.421631859970947	350	Histone H4 arginine methyltransferase	Grosmannia clavigera	Ophiostoma piceae	K11434	PRMT1; protein arginine N-methyltransferase 1 [EC:2.1.1.-]	hnrnp arginine n-methyltransferase	2	P:protein methylation; F:methyltransferase activity	EC:2.1.1.0	N	22	20	39	20	25	4	28	27
gene_632	8.92330476094781	0.144862206397592	97	Protein transport protein sft1	Trichoderma atroviride	Ophiostoma piceae			snare domain-containing protein	0	-		N	7	40	19	4	6	0	11	23
gene_6320	21.2391175692573	0.612801111342755	824	Glycoside hydrolase, family 63	Grosmannia clavigera	Ophiostoma piceae	K01228	GCS1; mannosyl-oligosaccharide glucosidase [EC:3.2.1.106]	glycoside hydrolase family 63 protein	2	P:oligosaccharide metabolic process; F:mannosyl-oligosaccharide glucosidase activity	EC:3.2.1.106	Y	38	62	40	23	22	2	21	20
gene_6321	0	0	130	Putative uncharacterized protein	 				---NA---	0	-		N	0	0	0	0	0	0	0	0
