Protein_ID	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type	subject_id	Gene_ID	exprLevel_log	transcript_ID
821665	3.4.16.2	Lysosomal Pro-X carboxypeptidase.	Cleavage of a Pro-|-Xaa bond to release a C-terminal amino acid.	\N	\N	\N	\N	\N	Potri.009G002200.1	WUAT02020876.1	8.849361205	821665
821804	4.2.1.36	Homoaconitate hydratase.	2-hydroxybutane-1,2,4-tricarboxylate = but-1-ene-1,2,4-tricarboxylate + H(2)O.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC	Potri.010G065100.1	WUAT02012848.1	10.07026954	821804
821804	4.2.1.36	Homoaconitate hydratase.	2-hydroxybutane-1,2,4-tricarboxylate = but-1-ene-1,2,4-tricarboxylate + H(2)O.	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC	Potri.010G065100.1	WUAT02011782.1	9.864289396	821804
821837	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.010G056900.6	WUAT02003832.1	10.73516198	821837
821837	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.010G056900.6	WUAT02003832.1	10.73516198	821837
821837	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.010G056900.6	WUAT02003832.1	10.73516198	821837
821837	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.010G056900.6	WUAT02003832.1	10.73516198	821837
821837	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.010G056900.6	WUAT02003832.1	10.73516198	821837
821843	1.2.1.12	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating).	D-glyceraldehyde 3-phosphate + phosphate + NAD(+) = 3-phospho-D- glyceroyl phosphate + NADH.	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.010G055400.1	WUAT02013983.1	7.870726134	821843
821843	1.2.1.12	Glyceraldehyde 3-phosphate dehydrogenase (phosphorylating).	D-glyceraldehyde 3-phosphate + phosphate + NAD(+) = 3-phospho-D- glyceroyl phosphate + NADH.	\N	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	Potri.010G055400.1	WUAT02013983.1	7.870726134	821843
821896	2.4.1.186	Glycogenin glucosyltransferase.	UDP-glucose + glycogenin = UDP + glucosylglycogenin.	\N	\N	\N	\N	\N	Potri.010G042000.1	WUAT02000139.1	6.499351322	821896
821896	2.4.1.186	Glycogenin glucosyltransferase.	UDP-glucose + glycogenin = UDP + glucosylglycogenin.	\N	\N	\N	\N	\N	Potri.010G042000.1	WUAT02005176.1	7.705179186	821896
821903	2.4.1.62	Ganglioside galactosyltransferase.	UDP-galactose + N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)- D-galactosyl-D-glucosyl-N-acylsphingosine = UDP + D-galactosyl- N-acetyl-D-galactosaminyl-(N-acetylneuraminyl)-D-galactosyl-D-glucosyl- N-acylsphingosine.	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.010G040400.1	WUAT02009420.1	9.202931315	821903
822006	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.010G093700.3	WUAT02014468.1	10.08333091	822006
822006	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.010G093700.3	WUAT02014468.1	10.08333091	822006
822006	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.010G093700.3	WUAT02014468.1	10.08333091	822006
822006	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.010G093700.3	WUAT02014468.1	10.08333091	822006
822006	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.010G093700.3	WUAT02014468.1	10.08333091	822006
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N	Potri.010G116600.1	WUAT02000073.1	9.217969081	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N	Potri.010G116600.1	WUAT02005981.1	11.76134262	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N	Potri.010G116600.1	WUAT02009388.1	7.110832893	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY	Potri.010G116600.1	WUAT02000073.1	9.217969081	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY	Potri.010G116600.1	WUAT02005981.1	11.76134262	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY	Potri.010G116600.1	WUAT02009388.1	7.110832893	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC	Potri.010G116600.1	WUAT02000073.1	9.217969081	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC	Potri.010G116600.1	WUAT02005981.1	11.76134262	822103
822103	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC	Potri.010G116600.1	WUAT02009388.1	7.110832893	822103
822134	2.1.1.10	Homocysteine S-methyltransferase.	S-adenosyl-L-methionine + L-homocysteine = S-adenosyl-L-homocysteine + L-methionine.	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC	Potri.010G125200.1	WUAT02004720.1	8.013286595	822134
822177	3.6.4.9	Chaperonin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N	Potri.010G136800.1	WUAT02020242.1	11.36679567	822177
822576	3.6.3.16	Arsenite-transporting ATPase.	ATP + H(2)O + arsenite(In) = ADP + phosphate + arsenite(Out).	\N	\N	\N	\N	\N	Potri.010G225100.1	WUAT02001018.1	10.98295836	822576
822583	1.1.99.5	Glycerol-3-phosphate dehydrogenase.	Sn-glycerol 3-phosphate + acceptor = glycerone phosphate + reduced acceptor.	Flavin.	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.010G226700.1	WUAT02013391.1	8.499316685	822583
822682	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N	Potri.010G245100.5	WUAT02020980.1	10.45587376	822682
822682	3.1.2.15	Ubiquitin thiolesterase.	Ubiquitin C-terminal thiolester + H(2)O = ubiquitin + a thiol.	\N	\N	\N	\N	\N	Potri.010G245100.5	WUAT02005335.1	8.312942118	822682
822885	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.	\N	\N	\N	\N	\N	Potri.011G092200.1	WUAT02021380.1	7.012363745	822885
822983	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	Potri.011G111400.2	WUAT02010937.1	9.959203262	822983
823135	3.1.1.47	2-acetyl-1-alkylglycerophosphocholine esterase.	2-acetyl-1-alkyl-sn-glycero-3-phosphocholine + H(2)O = 1-alkyl-sn- glycero-3-phosphocholine + acetate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.011G156900.1	WUAT02000150.1	9.298976757	823135
823575	3.6.1.1	Inorganic pyrophosphatase.	Diphosphate + H(2)O = 2 phosphate.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC	Potri.013G009400.1	WUAT02006176.1	12.0159433	823575
823669	4.2.1.46	dTDP-glucose 4,6-dehydratase.	dTDP-glucose = dTDP-4-dehydro-6-deoxy-D-glucose + H(2)O.	NAD.	\N	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	Potri.013G040600.1	WUAT02009172.1	11.52343887	823669
823669	4.2.1.46	dTDP-glucose 4,6-dehydratase.	dTDP-glucose = dTDP-4-dehydro-6-deoxy-D-glucose + H(2)O.	NAD.	\N	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC	Potri.013G040600.1	WUAT02009172.1	11.52343887	823669
823689	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Flagellar assembly	\N	\N	Potri.013G051500.1	WUAT02020941.1	10.81049413	823689
823689	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	  Type III secretion system	SORTING AND DEGRADATION	REGULATORY	Potri.013G051500.1	WUAT02020941.1	10.81049413	823689
823689	3.6.3.14	H(+)-transporting two-sector ATPase.	ATP + H(2)O + H(+)(In) = ADP + phosphate + H(+)(Out).	\N	\N	ATP synthesis	Energy Metabolism	METABOLIC	Potri.013G051500.1	WUAT02020941.1	10.81049413	823689
823696	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.013G055600.1	WUAT02002689.1	9.933357197	823696
823696	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	Potri.013G055600.1	WUAT02002689.1	9.933357197	823696
823696	3.2.1.21	Beta-glucosidase.	Hydrolysis of terminal, non-reducing beta-D-glucose residues with release of beta-D-glucose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.013G055600.1	WUAT02002689.1	9.933357197	823696
823837	1.14.13.11	Trans-cinnamate 4-monooxygenase.	Trans-cinnamate + NADPH + O(2) = 4-hydroxycinnamate + NADP(+) + H(2)O.	Heme-thiolate.	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	Potri.013G157900.1	WUAT02007892.1	12.04832344	823837
823837	1.14.13.11	Trans-cinnamate 4-monooxygenase.	Trans-cinnamate + NADPH + O(2) = 4-hydroxycinnamate + NADP(+) + H(2)O.	Heme-thiolate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC	Potri.013G157900.1	WUAT02007892.1	12.04832344	823837
823900	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N	Potri.014G069800.2	WUAT02018652.1	10.16193658	823900
823905	3.6.4.4	Plus-end-directed kinesin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N	Potri.014G070900.1	WUAT02008780.1	10.00863119	823905
824273	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N	Potri.014G149400.2	WUAT02012700.1	8.106664545	824273
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Valine, leucine and isoleucine degradation	Amino Acid Metabolism	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	D-Arginine and D-ornithine metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Ethylbenzene degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine degradation	Amino Acid Metabolism	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lysine biosynthesis	Amino Acid Metabolism	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824422	2.3.1.-	Transferring groups other than amino-acyl groups.	\N	\N	\N	Butanoate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.014G179700.1	WUAT02007302.1	1.452638413	824422
824484	2.1.1.76	Quercetin 3-O-methyltransferase.	S-adenosyl-L-methionine + 3,5,7,3',4'-pentahydroxyflavone = S-adenosyl-L-homocysteine + 3-methoxy-5,7,3',4'-tetrahydroxyflavone.	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	Potri.015G003100.4	WUAT02006607.1	12.58043201	824484
824538	1.4.1.13	Glutamate synthase (NADPH).	2 L-glutamate + NADP(+) = L-glutamine + 2-oxoglutarate + NADPH.	Iron-sulfur; FAD; FMN.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC	Potri.015G017500.1	WUAT02005968.1	11.97677595	824538
824538	1.4.1.13	Glutamate synthase (NADPH).	2 L-glutamate + NADP(+) = L-glutamine + 2-oxoglutarate + NADPH.	Iron-sulfur; FAD; FMN.	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC	Potri.015G017500.1	WUAT02005968.1	11.97677595	824538
824594	2.7.1.37	Protein kinase.	ATP + a protein = ADP + a phosphoprotein.	\N	\N	\N	\N	\N	Potri.015G040100.2	WUAT02002206.1	10.43950558	824594
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824625	2.4.1.-	Hexosyltransferases.	\N	\N	\N	O-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC	Potri.015G067600.1	WUAT02006379.1	9.830951996	824625
824692	3.6.1.3	Adenosinetriphosphatase.	ATP + H(2)O = ADP + phosphate.	\N	Hemolytic anemia due to deficiency of adenosine triphosphatase; MIM:102800.	Purine metabolism	Nucleotide Metabolism	METABOLIC	Potri.015G080600.1	WUAT02022668.1	9.712550611	824692
824859	3.2.1.4	Cellulase.	Endohydrolysis of 1,4-beta-D-glucosidic linkages in cellulose.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.015G127900.1	WUAT02000277.1	4.309328959	824859
824910	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	Potri.015G138800.1	WUAT02001814.1	7.484284379	824910
824910	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	  RNA polymerase	TRANSCRIPTION	REGULATORY	Potri.015G138800.1	WUAT02001814.1	7.484284379	824910
824910	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	Potri.015G138800.1	WUAT02001814.1	7.484284379	824910
825248	6.3.4.4	Adenylosuccinate synthase.	GTP + IMP + L-aspartate = GDP + phosphate + adenylosuccinate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC	Potri.016G087900.1	WUAT02011211.1	10.35834481	825248
825248	6.3.4.4	Adenylosuccinate synthase.	GTP + IMP + L-aspartate = GDP + phosphate + adenylosuccinate.	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC	Potri.016G087900.1	WUAT02011211.1	10.35834481	825248
825258	1.1.1.41	Isocitrate dehydrogenase (NAD+).	Isocitrate + NAD(+) = 2-oxoglutarate + CO(2) + NADH.	\N	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC	Potri.016G091200.2	WUAT02003488.1	5.6624165	825258
825258	1.1.1.41	Isocitrate dehydrogenase (NAD+).	Isocitrate + NAD(+) = 2-oxoglutarate + CO(2) + NADH.	\N	\N	Citrate cycle (TCA cycle)	Carbohydrate Metabolism	METABOLIC	Potri.016G091200.2	WUAT02011907.1	9.827577692	825258
825350	1.14.99.-	Miscellaneous (requires further characterization).	\N	\N	\N	\N	\N	\N	Potri.016G117500.5	WUAT02009631.1	9.553046777	825350
825441	5.4.2.1	Phosphoglycerate mutase.	2-phospho-D-glycerate + 2,3-diphosphoglycerate = 3-phospho-D-glycerate + 2,3-diphosphoglycerate.	\N	Myopathy due to phosphoglycerate mutase deficiency; MIM:261670.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	Potri.016G142900.1	WUAT02021236.1	4.972705342	825441
825877	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC	Potri.018G088300.1	WUAT02000096.1	9.088807421	825877
825877	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.018G088300.1	WUAT02000096.1	9.088807421	825877
825877	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	Potri.018G088300.1	WUAT02000096.1	9.088807421	825877
825877	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Galactose metabolism	Carbohydrate Metabolism	METABOLIC	Potri.018G088300.1	WUAT02000096.1	9.088807421	825877
825877	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC	Potri.018G088300.1	WUAT02000096.1	9.088807421	825877
825877	2.7.1.1	Hexokinase.	ATP + D-hexose = ADP + D-hexose 6-phosphate.	\N	Hemolytic anemia due to hexokinase deficiency; MIM:235700.	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.018G088300.1	WUAT02000096.1	9.088807421	825877
826047	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.018G141000.1	WUAT02017782.1	7.53400823	826047
826047	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC	Potri.018G141000.1	WUAT02017782.1	7.53400823	826047
826047	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.018G141000.1	WUAT02017782.1	7.53400823	826047
826047	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.018G141000.1	WUAT02017782.1	7.53400823	826047
826047	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.018G141000.1	WUAT02017782.1	7.53400823	826047
826525	3.5.1.6	Beta-ureidopropionase.	N-carbamoyl-beta-alanine + H(2)O = beta-alanine + CO(2) + NH(3).	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.001G160100.1	WUAT02018856.1	9.175582807	826525
826525	3.5.1.6	Beta-ureidopropionase.	N-carbamoyl-beta-alanine + H(2)O = beta-alanine + CO(2) + NH(3).	\N	\N	beta-Alanine metabolism	Metabolism of Other Amino Acids	METABOLIC	Potri.001G160100.1	WUAT02018856.1	9.175582807	826525
826525	3.5.1.6	Beta-ureidopropionase.	N-carbamoyl-beta-alanine + H(2)O = beta-alanine + CO(2) + NH(3).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC	Potri.001G160100.1	WUAT02018856.1	9.175582807	826525
826527	2.7.7.23	UDP-N-acetylglucosamine pyrophosphorylase.	UTP + N-acetyl-alpha-D-glucosamine 1-phosphate = diphosphate + UDP-N-acetyl-D-glucosamine.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC	Potri.001G159700.1	WUAT02000405.1	10.5993106	826527
826798	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Flavonoids, stilbene and lignin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC	Potri.014G029100.1	WUAT02019078.1	10.14851597	826798
826798	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Ascorbate and aldarate metabolism	Carbohydrate Metabolism	METABOLIC	Potri.014G029100.1	WUAT02019078.1	10.14851597	826798
826798	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	Fluorene degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.014G029100.1	WUAT02019078.1	10.14851597	826798
826798	1.14.-.-	Acting on paired donors, with incorporation or reduction of	\N	\N	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC	Potri.014G029100.1	WUAT02019078.1	10.14851597	826798
827109	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N	Potri.005G126500.1	WUAT02016561.1	10.56462329	827109
827243	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC	Potri.004G203800.2	WUAT02003820.1	10.23789703	827243
827243	1.10.2.2	Ubiquinol--cytochrome c reductase.	QH(2) + 2 ferricytochrome c = Q + 2 ferrocytochrome c.	\N	\N	Oxidative phosphorylation	Energy Metabolism	METABOLIC	Potri.004G203800.2	WUAT02015956.1	9.944620842	827243
827287	3.6.4.9	Chaperonin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N	Potri.004G213400.1	WUAT02007350.1	10.15508976	827287
827287	3.6.4.9	Chaperonin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N	Potri.004G213400.1	WUAT02004320.1	10.39792457	827287
827287	3.6.4.9	Chaperonin ATPase.	ATP + H(2)O = ADP + phosphate.	\N	\N	\N	\N	\N	Potri.004G213400.1	WUAT02000347.1	7.550883726	827287
827451	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC	Potri.004G225700.1	WUAT02016552.1	10.9759822	827451
827451	2.7.1.-	Phosphotransferases with an alcohol group as acceptor.	\N	\N	\N	Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC	Potri.004G225700.1	WUAT02016552.1	10.9759822	827451
