Gene_ID	Level	logFC	Size..aa.	Final.Description	X.1st.BLASTp.hit...if.blank..see.next.column.	X.1st.BLASTp.hit...blank.are.real.orphans..	KO.	Name.KEGG	Annotation	X.GO.Terms	GO.Terms	Enzyme.Code	SignalP	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
gene_7683	0	0	365	Metallocarboxypeptidase A	Myceliophthora thermophila	Sporothrix schenckii			carboxypeptidase a2	5	P:proteolysis; F:metallocarboxypeptidase activity; F:carboxypeptidase activity; F:zinc ion binding; C:cellular_component		N	0	0	0	0	0	0	0	0
gene_7684	14.7982861191182	-0.0669793029615826	933	Histone deacetylase complex subunit CTI6 (Transcriptional regulatory protein CTI6)	Grosmannia clavigera	Sporothrix schenckii			3-isopropylmalate dehydrogenase leu2a	1	F:binding	-	N	5	35	24	24	0	19	6	46
gene_7685	10.094826704799	1.25993054716521	946	Meiotic expression up-regulated protein 26	Gaeumannomyces graminis	Ophiostoma piceae			hypothetical protein GGTG_13688	1	P:biological_process		N	14	39	28	16	0	12	3	5
gene_7686	2.26668424730795	0.112078445557933	296	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7327	3	P:mycelium development; F:molecular_function; C:cellular_component		N	2	6	11	0	0	0	4	4
gene_7687	1.70741674295194	-0.296289692731282	814	CAMK family protein kinase	Ophiocordyceps sinensis	Ophiostoma piceae			camk family protein kinase	1	F:transferase activity	-	N	2	3	6	0	0	2	2	4
gene_7688	1.62015753010092	0.593087767775071	644	Putative uncharacterized protein	Ophiocordyceps sinensis	Ophiostoma piceae			hypothetical protein BDDG_04419	0	-		N	8	5	2	0	0	0	0	7
gene_7689	11.9945049852159	0.455463464801029	808	Actin-related protein, ARP8 class	Colletotrichum orbiculare	Ophiostoma piceae	K11673	ACTR8, ARP8, INO80N; actin-related protein 8	actin-related arp8 class	2	C:integral to membrane; P:transmembrane transport		N	42	28	26	2	0	6	10	28
gene_769	11.7387095275334	0.00162835972836162	578	tRNA-dihydrouridine (16/17) synthase	Grosmannia clavigera	Ophiostoma piceae	K05542	DUS1; tRNA-dihydrouridine synthase 1 [EC:1.3.1.88]	dihydrouridine synthase family	2	; F:catalytic activity	-	N	14	55	5	10	0	6	20	15
gene_7690	10.7723980795765	0.384410220381876	890	Phospholipase C	Grosmannia clavigera	Ophiostoma piceae			phosphatidylinositol-specific phospholipase c	8	P:lipid metabolic process; P:intracellular signal transduction; F:phosphoric diester hydrolase activity; F:signal transducer activity; F:phospholipase C activity; P:signal transduction; F:phosphatidylinositol phospholipase C activity; C:intracellular		N	16	38	30	6	2	2	12	14
gene_7691	30.8216868075136	-0.77402700112926	174	Glycine cleavage system h protein	Grosmannia clavigera	Ophiostoma piceae	K02437	gcvH, GCSH; glycine cleavage system H protein	glycine cleavage system h protein	2	C:glycine cleavage complex; P:glycine decarboxylation via glycine cleavage system	-	N	34	36	63	17	11	31	30	52
gene_7692	9.14545177370459	-0.95701006182391	332	Porphobilinogen deaminase	Grosmannia clavigera	Ophiostoma piceae	K01749	hemC, HMBS; hydroxymethylbilane synthase [EC:2.5.1.61]	porphobilinogen deaminase	3	P:porphyrin-containing compound biosynthetic process; P:peptidyl-pyrromethane cofactor linkage; F:hydroxymethylbilane synthase activity	EC:2.5.1.61	N	14	18	8	2	0	8	14	30
gene_7693	14.5243646485299	-0.980182172087354	591	Microfibrillar-associated protein	Grosmannia clavigera	Ophiostoma piceae	K13110	MFAP1; microfibrillar-associated protein 1	microfibrillar-associated protein	0	-		N	24	15	14	7	9	14	8	25
gene_7694	37.7155822884802	-0.460820647924937	1 374	Cullin-binding protein	Grosmannia clavigera	Ophiostoma piceae			cullin-associated nedd8-dissociated protein 2	1	C:cellular_component		N	54	76	52	27	11	30	37	67
gene_7695	0.18969329429155	-0.464026845009566	358	Similar to hemolysin-III channel protein Izh2	Botrytis cinerea	Ophiostoma piceae			adiponectin receptor protein	1	C:integral to membrane		N	0	0	0	0	0	0	1	0
gene_7696	23.69989703818	-0.0810765310856992	1 808	Probable phospholipid-transporting ATPase DNF3	Grosmannia clavigera	Ophiostoma piceae	K01530	E3.6.3.1; phospholipid-translocating ATPase [EC:3.6.3.1]	p-type atpase	7	F:metal ion binding; F:substrate-specific transporter activity; P:transport; C:membrane; F:nucleotide binding; F:hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances; F:ATPase activity, coupled to movement of substances	EC:3.6.3.0	N	23	77	34	23	6	30	10	38
gene_7697	32.8179931824039	0.511333200712794	692	Homeobox transcription factor	Grosmannia clavigera	Ophiostoma piceae	K02646	PHO2; regulatory protein PHO2	homeobox domain-containing protein	5	F:sequence-specific DNA binding transcription factor activity; F:sequence-specific DNA binding; P:mycelium development; C:nucleus; P:regulation of transcription, DNA-dependent	-	N	74	97	66	26	5	20	27	38
gene_7698	2.45129927404017	0.261083819316325	397	Demethylmenaquinone methyltransferase (Menaquinone biosynthesis methyltransferase ubiE)	Scedosporium apiospermum	Ophiostoma piceae			methyltransferase domain-containing protein	1	F:transferase activity	-	N	12	2	4	0	0	0	4	4
gene_7699	10.9003682896395	-1.56522994447422	306	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7577	0	-		N	4	16	16	2	0	8	26	29
gene_77	20.5971030585371	0.327773457280171	1 547	Vacuolar protein sorting/targeting protein 10 (Carboxypeptidase Y receptor)	Grosmannia clavigera	Ophiostoma piceae			vacuolar protein sorting targeting protein pep1	4	P:protein transport; C:integral to membrane; C:cytoplasmic part; C:intracellular membrane-bounded organelle	-	Y	56	36	36	18	4	12	12	40
gene_770	29.2234759508977	0.406207878207091	860	Protein BNI4	Gaeumannomyces graminis	Sporothrix schenckii			hypothetical protein GGTG_01828	0	-		N	66	63	66	25	8	10	25	32
gene_7700	0.283602701751875	-0.0619466457914069	466	Integral membrane protein	Magnaporthe oryzae	Ophiostoma piceae			integral membrane protein	2	F:molecular_function; C:cellular_component		N	0	0	2	0	0	0	0	2
gene_7701	7.5021442216347	-0.0296486808674283	468	Nuclear distribution protein PAC1	Pseudogymnoascus destructans	Ophiostoma piceae	K01062	E3.1.1.47, PAFAH; 1-alkyl-2-acetylglycerophosphocholine esterase [EC:3.1.1.47]	nuclear distribution protein nudf	6	C:cytoplasm; P:mitosis; P:transport; C:spindle pole; P:cell division; C:microtubule	-	N	10	22	13	6	0	20	0	10
gene_7702	0.681738864658207	0.934059795668168	174	Protein PLANT CADMIUM RESISTANCE 5 (AtPCR5)	Grosmannia clavigera	Ophiostoma piceae			duf614 domain containing protein	3	P:coenzyme A biosynthetic process; F:ATP binding; F:pantothenate kinase activity		N	0	6	0	2	0	0	0	1
gene_7703	11.764952781794	-0.498193992399932	655	Uncharacterized aromatic compound monooxygenase YhjG	Scedosporium apiospermum	Ophiostoma piceae			pentachlorophenol 4-monooxygenase	5	P:oxidation-reduction process; F:oxidoreductase activity; P:metabolic process; F:monooxygenase activity; C:cellular_component		N	24	36	4	4	0	0	22	36
gene_7704	0.476077300927269	0.323734214860566	280	Putative uncharacterized protein	Aspergillus niger	Ophiostoma piceae			hypothetical protein ANI_1_1784094	2	C:cytoplasm; C:nucleus		Y	1	2	2	0	0	0	0	2
gene_7705	13.6356453660806	0.894352756625964	580	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7709	0	-		N	18	80	19	14	0	0	10	35
gene_7706	10.9232894854625	-0.000212149969613641	370	3-isopropylmalate dehydrogenase	Thielavia terrestris	Ophiostoma piceae	K00052	leuB; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	3-isopropylmalate dehydrogenase	7	C:cytoplasm; F:NAD binding; F:magnesium ion binding; F:zinc ion binding; F:3-isopropylmalate dehydrogenase activity; P:leucine biosynthetic process; P:oxidation-reduction process	EC:1.1.1.85	N	17	31	6	14	0	12	9	25
gene_7707	5.7017138875941	-0.725990779810009	503	Putative uncharacterized protein	Grosmannia clavigera	Sporothrix schenckii			hypothetical protein CMQ_7645	1	P:transport	-	N	1	8	17	3	0	2	10	19
gene_7708	18.0764070640205	0.412927644905306	547	cAMP-dependent protein kinase type 1 (CDC25-suppressing protein kinase)	Colletotrichum lagenaria	Sporothrix schenckii	K04345	PKA; protein kinase A [EC:2.7.11.11]	camp dependent protein kinase a catalytic subunit	3	P:protein phosphorylation; F:ATP binding; F:protein serine/threonine kinase activity	EC:2.7.11.0	N	44	47	47	8	4	14	17	6
gene_7709	33.5644466124891	-0.618410615045416	638	Zinc/cadmium resistance protein	Grosmannia clavigera	Sporothrix schenckii	K14688	SLC30A1, ZNT1; solute carrier family 30 (zinc transporter), member 1	cation diffusion facilitator family transporter	4	F:cation transmembrane transporter activity; C:integral to membrane; P:transmembrane transport; P:cation transport		N	44	54	51	23	12	43	36	19
gene_771	1.99831776816038	-0.476732941221532	547	Putative uncharacterized protein	Gaeumannomyces graminis	Sporothrix schenckii			c6 zinc finger domain protein	6	P:regulation of transcription, DNA-dependent; P:transcription from RNA polymerase II promoter; F:sequence-specific DNA binding RNA polymerase II transcription factor activity; F:zinc ion binding; P:regulation of transcription from RNA polymerase II promoter; C:nucleus		N	0	14	0	0	0	0	0	16
gene_7710	15.0142944750101	-0.0917271767708522	877	Manganese ion homeostasis protein	Grosmannia clavigera	Ophiostoma piceae			cell division control protein 1	4	F:hydrolase activity; P:cell division; P:biological_process; C:cellular_component		N	25	20	48	7	8	16	1	18
gene_7711	4.53127759840526	1.12004968473036	878	Beta-glucosidase B (Cellobiase B/Gentiobiase B)	Togninia minima	Ophiostoma piceae			glycoside hydrolase family 3 protein	2	P:carbohydrate metabolic process; F:beta-glucosidase activity	EC:3.2.1.21	N	6	26	4	8	1	1	0	8
gene_7712	19.3580772223604	1.3498831245647	584	Putative uncharacterized protein	Byssochlamys spectabilis	Ophiostoma piceae			predicted protein	3	P:regulation of transcription, DNA-dependent; F:sequence-specific DNA binding transcription factor activity; F:DNA binding		N	36	112	48	14	0	0	3	60
gene_7713	3.3957062076929	-0.445719387423764	415	Putative uncharacterized protein	Fusarium oxysporum	Ophiostoma piceae			hypothetical protein FOXB_03865	0	-		N	12	4	2	0	4	0	0	2
gene_7714	10.4292395151693	-0.0171564487787003	277	Putative uncharacterized protein	Pestalotiopsis fici	Ophiostoma piceae			hypothetical protein GLRG_06468	3	F:molecular_function; P:biological_process; C:cellular_component		N	20	17	16	11	4	0	3	36
gene_7715	21.2678260420845	1.24872544952585	315	Prenylated rab acceptor 1	Grosmannia clavigera	Ophiostoma piceae			prenylated rab acceptor 1	0	-		N	26	54	65	42	2	13	7	24
gene_7716	11.7760833455954	-0.504962253172652	177	Prenylated rab acceptor 1	Grosmannia clavigera	Ophiostoma piceae			prenylated rab acceptor 1	4	P:ER to Golgi vesicle-mediated transport; C:endoplasmic reticulum; C:Golgi apparatus; C:ER to Golgi transport vesicle	-	N	10	22	21	10	0	14	20	14
gene_7717	15.1259340752388	0.0560420861677679	437	Uncharacterized J domain-containing protein C2E1P5.03	Myceliophthora thermophila	Ophiostoma piceae	K09521	DNAJC1; DnaJ homolog subfamily C member 1	domain-containing protein	3	F:unfolded protein binding; P:protein folding; F:heat shock protein binding		Y	26	34	40	8	3	12	11	27
gene_7718	19.4210967239668	0.991706983867286	306	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_344	0	-		N	34	76	56	18	2	6	13	26
gene_7719	4.06590341446089	1.38154645113333	538	Putative uncharacterized protein	Gaeumannomyces graminis	Ophiostoma piceae			hypothetical protein GGTG_09378	3	F:molecular_function; P:biological_process; C:cellular_component		N	12	12	19	2	0	6	0	0
gene_772	0.622312453301029	-1.16647438011241	168	Putative uncharacterized protein	Nectria haematococca	Sporothrix schenckii			glycoside hydrolase family 16 protein	4	F:hydrolase activity, hydrolyzing O-glycosyl compounds; P:carbohydrate metabolic process; P:xylan catabolic process; F:hydrolase activity		N	0	0	0	0	0	0	0	8
gene_7720	20.5765860317773	0.137786717757132	323	Thioredoxin-like protein 1 (Thioredoxin homolog 3)	Thielavia terrestris	Ophiostoma piceae			proteasome-interacting thioredoxin protein	5	P:cell redox homeostasis; F:electron carrier activity; P:glycerol ether metabolic process; F:protein disulfide oxidoreductase activity; C:proteasome complex		N	37	54	48	12	2	36	4	34
gene_7721	5.69125342352128	1.34424520989616	263	Uncharacterized J domain-containing protein C63.13	Fusarium oxysporum	Ophiostoma piceae			domain-containing protein	4	F:unfolded protein binding; P:protein folding; F:heat shock protein binding; P:biological_process		N	6	16	37	4	0	2	0	14
gene_7722	12.8110008910097	-0.477113631701861	534	Major facilitator superfamily transporter	Grosmannia clavigera	Ophiostoma piceae			major facilitator superfamily transporter	4	C:integral to membrane; P:transmembrane transport; C:plasma membrane; F:transporter activity		N	15	24	16	12	6	14	8	14
gene_7722.1	0.848654538182806	-0.33204411571042	159	Putative uncharacterized protein	Stachybotrys chlorohalonata	Ophiostoma piceae				0	-		N	3	0	1	0	0	1	2	0
gene_7723	28.2968954764762	-1.25859001219658	1 726	GTPase-activating protein BEM3	Grosmannia clavigera	Ophiostoma piceae	K08773	RALBP1; RalA-binding protein 1	rhogap with ph domain protein	3	P:regulation of nucleobase-containing compound metabolic process; F:binding; P:transcription, DNA-dependent	-	N	30	49	22	11	14	21	34	51
gene_7724	8.05491087024586	-0.839374599698634	1 274	C6 zinc finger domain containing protein	Grosmannia clavigera	Ophiostoma piceae			fungal specific transcription	5	F:sequence-specific DNA binding RNA polymerase II transcription factor activity; P:regulation of transcription from RNA polymerase II promoter; F:DNA binding; C:nucleus; F:zinc ion binding	-	N	8	18	4	6	1	5	8	33
gene_7725	23.4065817431588	-0.541075271955865	363	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein VDAG_04546	0	-		N	27	58	41	10	0	36	29	39
gene_7726	57.2827819574908	1.0901304479611	643	CNT family concentrative nucleoside transporter	Scedosporium apiospermum	Ophiostoma piceae	K03317	TC.CNT; concentrative nucleoside transporter, CNT family	h+ nucleoside cotransporter	3	F:nucleoside:sodium symporter activity; C:membrane; P:transport		N	234	57	76	81	2	72	19	35
gene_7727	0.107670408794047	0.28136094502011	569	Putative uncharacterized protein	Togninia minima	Ophiostoma piceae			hypothetical protein	0	-		N	0	2	0	0	0	0	0	0
gene_7728	11.364946742281	-0.126594483152183	335	G-patch domain containing protein	Grosmannia clavigera	Ophiostoma piceae	K11135	PINX1; Pin2-interacting protein X1	g-patch domain containing protein	3	C:nucleolus; F:nucleic acid binding; P:rRNA processing	-	N	8	21	8	22	0	16	8	26
gene_7729	0.418826635444561	-0.416690760734872	157	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_1686	0	-		N	0	2	0	0	0	0	0	4
gene_773	8.60481263954111	-2.71774570860562	149	Putative uncharacterized protein	Trichoderma atroviride	Ophiostoma piceae			hypothetical protein TRIATDRAFT_292407	0	-		N	5	4	2	0	0	30	15	6
gene_7730	11.23520488399	-1.35883421982938	76	Cytochrome c oxidase copper chaperone	Myceliophthora thermophila	Sporothrix schenckii			copper chaperone for respiratory chain complex iv	3	C:mitochondrial intermembrane space; P:copper ion transport; F:copper chaperone activity	-	N	8	20	14	2	12	8	4	9
gene_7731	10.5821036748178	-0.165993174470756	1 045	DNA replication checkpoint protein tel2	Grosmannia clavigera	Ophiostoma piceae	K11137	TELO2, TEL2; telomere length regulation protein	telomere length regulation protein	4	F:copper ion binding; C:mitochondrial intermembrane space; P:copper ion transport; F:copper chaperone activity		N	22	19	6	12	2	14	7	16
gene_7732	13.494788963417	-0.105081041033314	435	NEDD8-activating enzyme E1 catalytic subunit (Ubiquitin-activating enzyme 3)	Grosmannia clavigera	Ophiostoma piceae	K10686	UBE1C, UBA3; ubiquitin-activating enzyme E1 C [EC:6.3.2.19]	nedd8 activating enzyme	4	F:ATP binding; F:small protein activating enzyme activity; F:acid-amino acid ligase activity; P:protein neddylation	EC:6.3.2.0	N	18	32	22	13	6	4	14	12
gene_7733	26.7721553555655	-1.88631821372229	376	DNA-directed RNA polymerases I and III subunit RPAC1	Grosmannia clavigera	Ophiostoma piceae	K03027	RPC40, POLR1C; DNA-directed RNA polymerases I and III subunit RPAC1	rna polymerase rpb3 insert domain-containing protein	4	F:DNA-directed RNA polymerase activity; P:transcription, DNA-dependent; F:DNA binding; F:protein dimerization activity	EC:2.7.7.6	N	2	39	14	16	4	10	89	14
gene_7734	36.1075999014609	-0.280473405279243	486	NADH-quinone oxidoreductase subunit D	Grosmannia clavigera	Ophiostoma piceae	K03935	NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:1.6.5.3 1.6.99.3]	nadh-ubiquinone oxidoreductase 49 kda subunit	4	F:NAD binding; F:oxidoreductase activity, acting on NADH or NADPH; P:oxidation-reduction process; F:quinone binding	-	N	40	67	70	34	21	33	10	40
gene_7735	0	0	402	Putative uncharacterized protein	Magnaporthe oryzae	Ophiostoma piceae			hypothetical protein MGG_11733	0	-		N	0	0	0	0	0	0	0	0
gene_7736	7.4485104244713	1.29507609275349	518	Ubiquinone biosynthesis monooxgenase	Grosmannia clavigera	Ophiostoma piceae	K06126	COQ6; ubiquinone biosynthesis monooxygenase Coq6 [EC:1.14.13.-]	ubiquinone biosynthesis monooxygenase coq6	4	P:ubiquinone biosynthetic process; F:flavin adenine dinucleotide binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NADH or NADPH as one donor, and incorporation of one atom of oxygen; P:oxidation-reduction process	EC:1.14.13.0	N	13	20	19	15	2	1	0	11
gene_7737	20.2524660943321	1.18518530855149	287	Sphingolipid long chain base-responsive protein LSP1	Colletotrichum graminicola	Ophiostoma piceae			sphingolipid long chain base-responsive protein lsp1	4	P:protein glycosylation; C:integral to membrane; F:dolichyl-diphosphooligosaccharide-protein glycotransferase activity; C:endoplasmic reticulum	EC:2.4.1.119	N	44	50	61	28	0	8	8	42
gene_7738	1.47573641739461	1.37274006900828	132	Putative uncharacterized protein	 				---NA---	0	-		N	6	4	0	4	0	0	1	0
gene_7739	15.6324394332174	-0.241264291296505	477	Oligosaccharyl transferase subunit	Grosmannia clavigera	Ophiostoma piceae	K12666	OST1, RPN1; oligosaccharyltransferase complex subunit alpha (ribophorin I)	ribophorin i	4	P:protein glycosylation; C:integral to membrane; F:dolichyl-diphosphooligosaccharide-protein glycotransferase activity; C:endoplasmic reticulum	EC:2.4.1.119	Y	36	35	10	11	4	26	11	8
gene_774	2.82294081891911	1.41141855420272	291	WW domain-containing protein	Eutypa lata	Ophiostoma piceae			ww domain-containing protein	0	-		N	14	6	12	0	0	0	0	7
gene_7740	49.1349789920382	0.129067715103513	494	Hexokinase	Trichoderma virens	Ophiostoma piceae	K00844	HK; hexokinase [EC:2.7.1.1]	hexokinase family protein	4	P:phosphorylation; F:ATP binding; P:glycolysis; F:hexokinase activity	EC:2.7.1.1	N	77	92	110	51	16	38	39	36
gene_7741	4.22173335085128	-0.249844144515423	450	Arginine N-methyltransferase	Grosmannia clavigera	Ophiostoma piceae	K00599	E2.1.1.-; genes in multiple pathways	arginine n-methyltransferase	3	P:methylation; F:methyltransferase activity; C:intracellular part	EC:2.1.1.0	N	0	12	4	7	4	2	0	2
gene_7742	11.277060314697	-0.297816695713743	816	Vacuolar transporter chaperone 4	Grosmannia clavigera	Ophiostoma piceae			vacuolar transporter chaperone 4	8	C:intrinsic to vacuolar membrane; P:microautophagy; P:polyphosphate metabolic process; C:vacuolar transporter chaperone complex; P:vacuole fusion, non-autophagic; P:vacuolar transport; F:polyphosphate kinase activity; C:endoplasmic reticulum	EC:2.7.4.1	N	18	20	20	8	0	10	21	10
gene_7743	21.5423987624095	-0.527814744064656	1 044	DNA replication licensing factor mcm4 (Minichromosome maintenance protein 4)	Sordaria macrospora	Ophiostoma piceae	K02212	MCM4, CDC54; minichromosome maintenance protein 4 (cell division control protein 54)	cell division control protein 54	18	P:S phase of mitotic cell cycle; F:single-stranded DNA-dependent ATPase activity; C:replication fork protection complex; P:DNA unwinding involved in replication; P:double-strand break repair via break-induced replication; C:DNA replication preinitiation complex; C:MCM complex; P:cell division; F:ATP binding; F:DNA replication origin binding; P:DNA strand elongation involved in DNA replication; P:DNA-dependent DNA replication initiation; C:pre-replicative complex; P:pre-replicative complex assembly; F:single-stranded DNA binding; F:four-way junction helicase activity; F:ATP-dependent 3'-5' DNA helicase activity; C:cytoplasm	-	N	35	42	24	14	10	16	12	44
gene_7744	10.2967479175599	-0.31087559696698	197	Coatamer subunit protein	Grosmannia clavigera	Ophiostoma piceae			coatomer subunit zeta	1	P:transport	-	N	17	17	10	11	2	8	10	22
gene_7745	5.73747027818394	1.33839658301637	482	tRNA threonylcarbamoyladenosine biosynthesis protein sua5 (t(6)A37 threonylcarbamoyladenosine biosynthesis protein sua5)	Grosmannia clavigera	Ophiostoma piceae	K07566	rimN, SUA5; tRNA threonylcarbamoyladenosine biosynthesis protein	translation initiation protein sua5	0	-		N	30	12	9	4	3	0	0	0
gene_7746	14.1315860327931	-0.490350517366414	1 058	Serine/threonine-protein kinase nak1	Colletotrichum higginsianum	Sporothrix schenckii			ste ste20 ysk protein kinase	4	P:mycelium development; P:phosphorylation; F:protein kinase activity; F:nucleotide binding	-	N	20	35	17	8	4	24	8	17
gene_7747	36.632221432486	0.93658232445592	1 011	DNA repair protein RAD16 (ATP-dependent helicase RAD16)	Grosmannia clavigera	Ophiostoma piceae	K15083	RAD16; DNA repair protein RAD16	dna repair protein rad16	5	F:zinc ion binding; P:regulation of transcription, DNA-dependent; F:ATP-dependent helicase activity; F:DNA binding; F:ATP binding	-	N	49	152	100	39	4	24	18	45
gene_7748	7.94828962224822	-0.962859872878243	277	Putative short-chain dehydrogenase/reductase family oxidoreductase	Grosmannia clavigera	Ophiostoma piceae	K16066	ydfG; malonic semialdehyde reductase [EC:1.1.1.-]		5	P:oxidation-reduction process; P:cellular amino acid metabolic process; F:oxidoreductase activity; P:metabolic process; F:pyridoxal phosphate binding		N	6	11	18	2	0	23	0	25
gene_7748.1	30.2565530821883	1.35025614759223	576	DNA repair protein rhp7 (RAD7 homolog)	Grosmannia clavigera	Ophiostoma piceae	K15082	RAD7; DNA repair protein RAD7	dna repair protein protein	5	P:oxidation-reduction process; P:cellular amino acid metabolic process; F:oxidoreductase activity; P:metabolic process; F:pyridoxal phosphate binding		N	22	180	79	38	0	2	18	59
gene_7749	45.9631765297374	-0.365055942695593	373	Catabolic L-serine/threonine dehydratase	Grosmannia clavigera	Ophiostoma piceae	K01752	E4.3.1.17, sdaA; L-serine dehydratase [EC:4.3.1.17]	l-serine dehydratase	1	P:metabolic process	-	N	19	230	35	27	0	44	96	14
gene_775	1.42093174184377	0.0474949194742628	768	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae	K14828	RIX1, IPI2; pre-rRNA-processing protein RIX1	hypothetical protein CMQ_7341	2	F:molecular_function; P:biological_process		N	0	10	3	0	0	0	2	4
gene_7750	1.28907213333962	0.680803944452112	241	N-acetyltransferase 9-like protein	Grosmannia clavigera	Ophiostoma piceae			dna polymerase subunit delta-2	1	F:N-acetyltransferase activity		N	4	3	2	2	0	0	2	0
gene_7751	8.20095901129419	-1.5291148373034	674	Methionyl-tRNA synthetase	Grosmannia clavigera	Ophiostoma piceae	K01874	MARS, metG; methionyl-tRNA synthetase [EC:6.1.1.10]	methionyl-trna synthetase	3	F:aminoacyl-tRNA ligase activity; P:tRNA aminoacylation for protein translation; F:nucleotide binding	-	N	2	18	7	2	0	24	2	30
gene_7752	1.60372708716201	0.422120076254882	218	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			nuclear transport factor 2 domain containing protein	1	F:molecular_function		N	0	12	1	2	0	0	2	3
gene_7753	11.1330542284669	0.596705187628711	560	Farnesyltransferase alpha subunit ram2	Grosmannia clavigera	Ophiostoma piceae	K05955	FNTA; protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha [EC:2.5.1.58 2.5.1.59]	alpha subunit of hypothetical caax farnesyltransferase	1	F:transferase activity	-	N	24	42	26	6	0	16	6	10
gene_7754	16.7386243796357	-0.259380998317571	507	Mevalonate kinase	Grosmannia clavigera	Ophiostoma piceae	K00869	E2.7.1.36, MVK, mvaK1; mevalonate kinase [EC:2.7.1.36]	mevalonate kinase	5	C:cytoplasm; P:phosphorylation; P:isoprenoid biosynthetic process; F:mevalonate kinase activity; F:ATP binding	EC:2.7.1.36	N	36	17	30	12	7	22	2	28
gene_7755	29.0097349669309	-0.101739231534791	79	60S ribosomal protein L38	Grosmannia clavigera	Ophiostoma piceae	K02923	RP-L38e, RPL38; large subunit ribosomal protein L38e	60s ribosomal protein l38	3	C:ribosome; F:structural constituent of ribosome; P:translation	-	N	34	74	54	26	8	38	12	42
gene_7756	0.512973786777406	1.01859684129053	84	Putative uncharacterized protein	Colletotrichum gloeosporioides	Ophiostoma piceae			hypothetical protein GLRG_04868	0	-		N	2	4	2	0	0	0	0	0
gene_7757	1.76771478384099	0.261145974261862	226	Putative uncharacterized protein	 	Ophiostoma piceae			---NA---	0	-		Y	4	2	0	4	0	4	0	2
gene_7758	8.04537760765113	1.12121376773712	580	Fungal trichothecene efflux pump	Colletotrichum orbiculare	Ophiostoma piceae			trichothecene efflux pump	3	P:transmembrane transport; C:membrane; F:transporter activity	-	N	15	34	12	13	0	0	5	18
gene_7759	2.82014352788519	1.89122631235381	460	PX domain-containing protein YPT35	Sordaria macrospora	Ophiostoma piceae			phosphoinositide binding protein	2	F:phosphatidylinositol binding; P:cell communication		N	10	4	16	3	0	0	0	4
gene_776	15.6148473001389	0.355215060194855	1 306	Filamentation protein	Grosmannia clavigera	Ophiostoma piceae			filamentation protein	3	P:metabolic process; F:transferase activity, transferring acyl groups; C:cellular_component		N	14	63	40	12	0	10	18	24
gene_7760	9.99652661002278	0.205835262275026	443	SN-diacylglycerol cholinephosphotransferase	Grosmannia clavigera	Ophiostoma piceae	K00993	EPT1; ethanolaminephosphotransferase [EC:2.7.8.1]	cholinephosphotransferase 1	3	C:membrane; F:phosphotransferase activity, for other substituted phosphate groups; P:phospholipid biosynthetic process	EC:2.7.8.0	N	11	13	17	19	2	4	10	15
gene_7761	17.7668440572944	-0.45890185126833	196	Putative uncharacterized protein	Grosmannia clavigera	Ophiostoma piceae			hypothetical protein CMQ_7888	0	-		Y	30	43	20	9	13	9	12	8
gene_7762	42.3571406126412	-0.446476141742902	1 283	Multidrug resistance-associated protein 1 (Leukotriene C(4) transporter)	Colletotrichum orbiculare	Ophiostoma piceae			abc transporter	9	F:ATPase activity, coupled to transmembrane movement of substances; C:integral to membrane; P:transport; P:ATP catabolic process; F:nucleotide binding; F:nucleoside-triphosphatase activity; F:ATP binding; F:ATPase activity; P:transmembrane transport		N	168	13	30	7	19	45	32	35
gene_7763	7.24213892882864	-2.63239020713978	395	Glutaminyl-peptide cyclotransferase	Grosmannia clavigera	Ophiostoma piceae	K00683	E2.3.2.5; glutaminyl-peptide cyclotransferase [EC:2.3.2.5]	glutaminyl-peptide cyclotransferase	3	F:transferase activity; F:peptidase activity; P:proteolysis	-	N	0	2	4	2	2	28	1	16
gene_7764	8.51359302816321	-0.782169195980013	285	Oligosaccharyl transferase subunit ribophorin	Grosmannia clavigera	Ophiostoma piceae	K12667	SWP1, RPN2; oligosaccharyltransferase complex subunit delta (ribophorin II)	oligosaccharyltransferase subunit ribophorin	3	P:protein N-linked glycosylation via asparagine; C:oligosaccharyltransferase complex; F:dolichyl-diphosphooligosaccharide-protein glycotransferase activity	EC:2.4.1.119	Y	12	28	3	2	0	18	0	36
